county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,2727.969480879493,0.07880557767724679,1.0
Gölcük,8,2254.8577138755945,0.08511096702934332,1.0
Karamürsel,8,2254.8577138755945,0.08511096702934332,1.0
İzmit,8,2254.8577138755945,0.08511096702934332,1.0
