heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Doğalgaz Sobası,2,0.290918630189141,0.290918630189141,7899.565639530398,7899.565639530398,31222.53,34474.22570642643
Yok,7,0.24003295934918095,0.2859218925307496,9615.854341385635,9828.565055744519,38691.852857142854,35493.98548896459
Kombi (Doğalgaz),411,0.1116733312552593,0.09372718234980809,4443.992249654397,3753.966012299901,39626.50433090024,39468.58803759561
Yerden Isıtma,479,0.1025921654446914,0.07873835558154682,4382.327749221347,3322.3821104136077,42124.539373695196,41453.75162146961
Merkezi,2,0.10120693777599465,0.10120693777599465,3449.478826732673,3449.478826732673,36354.165,39803.643826732674
Kat Kaloriferi,3,0.0965840512297496,0.07718406198573317,4265.933811246771,3272.6042281950868,42044.49,37778.55618875323
,3,0.08160841546483512,0.10136773541256931,3584.505566788003,4761.321357341782,44908.426666666666,41323.921099878666
Merkezi (Pay Ölçer),10,0.07430789292444945,0.05371431096759366,2980.1095185237004,1982.7581170793783,40760.307,41583.833110125466
Kombi (Elektrik),2,0.038387287132821454,0.038387287132821454,1311.7877773238088,1311.7877773238088,33321.479999999996,34579.9465805078
