site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.516860307617305,0.516860307617305,12367.728051042213,12367.728051042213,23928.57,36296.29805104221
Evet,385,0.11500982294514261,0.0941290982920872,4852.26899340174,4035.675983703921,42168.258181818186,41627.67477193873
Hayır,530,0.10154307879433104,0.07977834031894918,4113.879353717209,3090.1902363692243,40022.29345283019,39642.13802869035
,3,0.08160841546483512,0.10136773541256931,3584.505566788003,4761.321357341782,44908.426666666666,41323.921099878666
