floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.14050940987469293,0.13235256779474736,5926.015081273013,5291.280974125024,41418.09552238806,39500.545323281134
En Üst Kat,163,0.11750323580633132,0.09019431002177246,4600.78192419899,3402.602938231641,38676.08797546012,38156.769026821814
Çatı,31,0.11245790143951813,0.0940113996842622,4438.899892977391,3865.6883207509673,38903.83903225807,37852.11712545589
Ara Kat,517,0.10365691112531002,0.08932352223316753,4436.007444447123,3686.5630640755044,42414.60651837524,41933.98667291667
Zemin/Giriş,141,0.09371860464142129,0.06076573853744407,3500.770603758923,2480.168359870986,38238.74794326241,38850.20833286618
