basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
334,0.5166137950819134,0.017055450019245674,0.3712574850299401,0.5089820359281437,0.18562874251497005,0.6137724550898204,premium_target_stats,disabled
