county,rows,site_coverage,dict_hit_rate,canonical_non_missing_rate,n_unique_sites
Körfez,338,0.1804733727810651,0.0,0.1804733727810651,44
Gebze,337,0.1661721068249258,0.0,0.1661721068249258,43
Gölcük,336,0.20238095238095238,0.0,0.20238095238095238,56
Başiskele,334,0.2994011976047904,0.0,0.2994011976047904,66
Derince,333,0.21021021021021022,0.0,0.21021021021021022,46
İzmit,333,0.35735735735735735,0.0,0.35735735735735735,83
Darıca,330,0.12121212121212122,0.0,0.12121212121212122,34
Kartepe,330,0.3181818181818182,0.0,0.3181818181818182,73
Çayırova,329,0.16109422492401215,0.0,0.16109422492401215,36
