building_age_group,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
31 ve üzeri,190,5.315789473684211,5.0,0,0,0.8040561642166877,28843.996263157896
26-30 arası,162,5.148148148148148,5.0,0,0,0.7919330995493401,30357.26296296296
21-25 arası,99,3.7676767676767677,0.0,0,0,0.8537878456038418,32085.842626262627
16-20 arası,107,3.317757009345794,0.0,0,0,0.9229354453768861,35618.84672897196
2,79,3.1392405063291138,0.0,1,0,0.9931094065513099,41484.446962025315
11-15 arası,351,3.0854700854700856,0.0,1,0,0.9693122418118972,39015.43148148148
0 (Yapım Aşamasında),40,2.875,0.0,0,0,1.0907638597820468,44294.42775
missing,8,2.875,0.0,0,0,1.1921796647558869,48727.13
6-10 arası,521,2.7216890595009597,0.0,0,0,0.9900395529330173,40065.51124760076
1,100,2.51,0.0,0,0,1.0347873638768736,41681.6603
5,145,2.310344827586207,0.0,0,0,0.9852188014376425,40818.112758620686
3,78,2.230769230769231,0.0,0,0,1.0210330458344825,43823.986794871795
4,70,2.1,0.0,0,0,1.0013849539675095,41821.231857142855
0 (Oturuma Hazır),1050,2.013333333333333,0.0,0,0,1.0202645999242734,43824.756114285716
