county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,Gündoğdu Mh.,new_vs_old,31528.969732679267,41265.288613985686,9736.318881306419,0.30880548790069984,a > b,True
İzmit,Gündoğdu Mh.,elevator,37627.689018782585,38634.80710434255,1007.1180855599669,0.02676534519718297,a > b,True
İzmit,Gündoğdu Mh.,site_inside,37627.689018782585,38131.891558423624,504.20253964103904,0.0133997742829584,a >= b,True
İzmit,Gündoğdu Mh.,parking,37627.689018782585,37687.98355061615,60.29453183356236,0.001602397952302231,a > b,True
İzmit,Gündoğdu Mh.,heating,37947.139817891206,37936.530821381835,-10.608996509370627,-0.0002795730207937497,a > b,False
İzmit,Gündoğdu Mh.,floor,36026.51039571753,37627.689018782585,1601.1786230650541,0.04444445508259346,a > b,True
İzmit,Gündoğdu Mh.,net_gross,37538.70274752539,37624.994836517675,86.29208899228252,0.002298749894812788,a > b,True
İzmit,Gündoğdu Mh.,total_quality,31242.806002439418,44495.37902503761,13252.573022598193,0.42417998631632003,a > b,True
Başiskele,Yeşilyurt Mh.,new_vs_old,31062.707511704633,40769.63109526916,9706.923583564523,0.3124944462715264,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,37648.97412316615,38547.28305952034,898.3089363541949,0.023860117234946063,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,37648.97412316615,38262.64841929012,613.6742961239725,0.016299894231284424,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,37648.97412316615,37366.38913663139,-282.58498653475544,-0.007505781847077618,a > b,False
Başiskele,Yeşilyurt Mh.,heating,37102.14176892233,37810.21966160733,708.0778926849962,0.019084555740609552,a > b,True
Başiskele,Yeşilyurt Mh.,floor,35956.94854456512,37648.97412316615,1692.0255786010239,0.04705698473005638,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,37496.4261472292,37656.632190043936,160.20604281473788,0.004272568329197323,a > b,True
Başiskele,Yeşilyurt Mh.,total_quality,30723.607366808046,44985.550932606886,14261.94356579884,0.46420146552213115,a > b,True
Gölcük,Topçular Mh.,new_vs_old,30672.304299410724,39847.05876819497,9174.754468784246,0.2991217868479647,a > b,True
Gölcük,Topçular Mh.,elevator,35960.991047224095,36894.334758651596,933.3437114275002,0.02595433786020608,a > b,True
Gölcük,Topçular Mh.,site_inside,35960.991047224095,36151.88223912448,190.89119190038764,0.005308285070611894,a >= b,True
Gölcük,Topçular Mh.,parking,35960.991047224095,36037.539270893525,76.54822366942972,0.002128646109027038,a > b,True
Gölcük,Topçular Mh.,heating,34302.6649638334,36199.64849744199,1896.983533608589,0.05530134570036033,a > b,True
Gölcük,Topçular Mh.,floor,34815.494116761096,35960.991047224095,1145.4969304629994,0.03290192942892995,a > b,True
Gölcük,Topçular Mh.,net_gross,35904.55382288693,35967.18922432406,62.63540143712453,0.0017444974179625743,a > b,True
Gölcük,Topçular Mh.,total_quality,30236.598334836555,43773.12499725456,13536.526662418008,0.44768682351487077,a > b,True
Karamürsel,missing,new_vs_old,31829.913603974288,781017.919810793,749188.0062068187,23.537230277410334,a > b,True
Karamürsel,missing,elevator,734537.2931648334,768175.1359487113,33637.84278387786,0.04579460171306697,a > b,True
Karamürsel,missing,site_inside,734537.2931648334,712118.9174741502,-22418.375690683257,-0.030520405021358762,a >= b,False
Karamürsel,missing,parking,734537.2931648334,719912.3659086898,-14624.927256143652,-0.01991039446497069,a > b,False
Karamürsel,missing,heating,734076.880053182,741028.4906604651,6951.6106072830735,0.009469867252568214,a > b,True
Karamürsel,missing,floor,696373.2321138873,734537.2931648334,38164.061050946126,0.054804032221480684,a > b,True
Karamürsel,missing,net_gross,723522.7074412853,733931.5900019008,10408.882560615544,0.014386393755941983,a > b,True
Karamürsel,missing,total_quality,31445.37841741293,797155.5232622762,765710.1448448632,24.35048275395694,a > b,True
