feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
out_sauna_hamam,outside,18,,0.15128882813683536,0.13565143502973154,0.15128882813683536,0.15128882813683536,premium,county
out_closed_pool,outside,10,,0.11361899544069054,0.11215140229448561,0.11361899544069054,0.11361899544069054,premium,county
out_generator,outside,7,,0.11050957182032144,0.11391106901273496,0.11050957182032144,0.11050957182032144,premium,unreliable
view_pool,view,19,,0.10843228198969437,0.08499518964314134,0.10843228198969437,0.10843228198969437,premium,county
out_open_pool,outside,58,,0.09981142350250327,0.08807487937080083,0.09981142350250327,0.09981142350250327,premium,county
transport_tram,transport,9,,-0.09468128059941906,-0.09309199411223368,-0.09468128059941906,0.09468128059941906,discount,unreliable
out_pool,outside,59,,0.08548002430181298,0.07516116047073762,0.08548002430181298,0.08548002430181298,premium,county
subtype_top_floor,subtype,24,,-0.08344731087772689,-0.07421768920326866,-0.08344731087772689,0.08344731087772689,discount,county
in_smart_home,inside,7,,0.07671753033387296,0.08243121641278073,0.07671753033387296,0.07671753033387296,premium,unreliable
subtype_middle_floor,subtype,78,,0.07136570066904013,0.07248998698497466,0.07136570066904013,0.07136570066904013,premium,county
subtype_reverse_duplex,subtype,6,,-0.06305201448474694,-0.07196668138722906,-0.06305201448474694,0.06305201448474694,discount,unreliable
out_sports_area,outside,47,,0.05903864750539618,0.06136331129906747,0.05903864750539618,0.05903864750539618,premium,county
view_river,view,0,,-0.05762069120587743,-0.05762069120587743,-0.05762069120587743,0.05762069120587743,discount,unreliable
out_hydrofor,outside,10,,0.057161965193112785,0.06054981711317797,0.057161965193112785,0.057161965193112785,premium,county
in_terrace,inside,78,,-0.056997326549400706,-0.04008796127313641,-0.056997326549400706,0.056997326549400706,discount,county
out_security,outside,65,,0.056153791745364036,0.06694292834498672,0.056153791745364036,0.056153791745364036,premium,county
out_children_playground,outside,74,,0.05580809048904546,0.06112563876662147,0.05580809048904546,0.05580809048904546,premium,county
view_bosphorus,view,1,,0.05127269940388235,0.05127269940388235,0.05127269940388235,0.05127269940388235,premium,unreliable
view_lake,view,1,,0.05094724337985035,0.05094724337985035,0.05094724337985035,0.05094724337985035,premium,unreliable
near_lake_zero,nearby,0,,0.04567589916497905,0.04567589916497905,0.04567589916497905,0.04567589916497905,premium,unreliable
subtype_roof_duplex,subtype,87,,-0.04415374719959501,-0.03911081815413109,-0.04415374719959501,0.04415374719959501,discount,county
in_builtin_kitchen,inside,71,,0.04388019180263211,0.05448464204569525,0.04388019180263211,0.04388019180263211,premium,county
