county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Gebze,337,0.15647841533341966,0.1273163114184394,6772.532243788067,5411.272591941124,44399.62400593472,43893.8669383237
İzmit,333,0.1457343376469925,0.11001731598695075,5430.874492674726,4100.846962261028,38506.58177177177,37865.873159384806
Gölcük,336,0.1347702291742543,0.11011334607447489,4486.622191215496,3427.4175100601788,33941.390327380956,33117.56977370066
Körfez,338,0.12498201123490597,0.09719203511786925,4398.480975397653,3202.4785747093792,35512.69284023668,34709.8577558194
Çayırova,329,0.12050900556929851,0.08964613341322131,5133.841580854073,3764.75393367411,42250.29188449848,41331.77016117372
Başiskele,334,0.11965167007106722,0.09610881892868946,4616.308459775938,3801.5410588139257,38580.113173652695,38384.79842443001
Derince,333,0.11655240612129983,0.09327014366732266,4195.964415148371,3393.576089143731,37239.6257957958,36834.67679747949
Darıca,330,0.11495114963738773,0.08263364351804572,5747.68946198629,4361.467912011798,51394.081878787874,50949.24793657947
Kartepe,330,0.10677508528189224,0.08106377866763559,4050.6850738664066,2972.3796284624514,37884.845727272725,37744.97933447858
