detail_konut_tipi_raw,title_raw,duplex_type,is_duplex,is_roof_duplex,is_garden_duplex,is_middle_floor_duplex,is_standard_duplex,duplex_match_source,duplex_source_conflict,extraction_notes,classified_id
Ara Kat,İZMİT SEA LİFE 41 SİTESİ'NDE SATILIK DENİZ MANZARALI ARAKAT,none,0,0,0,0,0,none,0,,1313035574
Ara Kat,MR DEN KURUÇEŞME HATİPKÖYDE SİTE İÇERİSİNDE SATILIK 2+1 DAİRE,none,0,0,0,0,0,none,0,,1312437030
,TUANA EMLAK TAN KURUÇEŞME DE 3+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1296727422
Ara Kat,"Merkezi Konumda, Site İçerisinde Konforlu Yaşam Fırsatı!",none,0,0,0,0,0,none,0,,1316578255
Ara Kat,İZMİT PLAJYOLUNDA DENİZ MANZARALI 3+1 DAİRE,none,0,0,0,0,0,none,0,,1283265879
Ara Kat,İzmit Yeni Mh. Deniz Manzaralı Satılık 3+1 Daire,none,0,0,0,0,0,none,0,,1314902082
Ara Kat,PLAJYOLU SEALİFE 41 ARAKAT(2+1) SAHİBİNDEN !!!,none,0,0,0,0,0,none,0,,1317683378
Ara Kat,PLAJYOLU'NDA SATILIK ARAKAR DENİZ MANZARALI SIFIR DAİRE,none,0,0,0,0,0,none,0,,1295338305
,"RE/MAX NEPTÜN'DEN PLAJ YOLU BOZDAĞ SİTESİNDE 4+1,5 SATILIK DAİRE",none,0,0,0,0,0,none,0,,1317425635
Ara Kat,İZMİT PLAJYOLU'NDA ÖZENLE YENİLENMİŞ ARA KAT 3+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1316857005
Ara Kat,KOCAELİ KURUÇEŞME İÇİ YENİLENMİŞ SATILIK 3+1 DAİRE,none,0,0,0,0,0,none,0,,1316693618
,RE/MAX NEPTÜN'DEN PLAJ YOLU BOZDAĞ SİTESİNDE 3+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1314091631
,bozdemir'DEN ŞİRİNTEPE ÖĞRETMENLER SİTESİNDE SATILIK 2+1 DAİRE,none,0,0,0,0,0,none,0,,1310323572
Ara Kat,HATİPKÖY MAHALLESİ'NDE 2+1 TEMİZ DAİRE.,none,0,0,0,0,0,none,0,,1315831875
Bahçe Dubleksi,Kuruçeşme Hatipköyde 146 m² Ultra Lüks 4+1 Sıfır Daire,garden,1,0,1,0,0,detail,0,,1316342530
Ara Kat,TANYILDIZ-İZMİT/ŞİRİNTEPE DENİZ MANZARA SATILIK 3+1 YAPILI DAİRE,none,0,0,0,0,0,none,0,,1263108294
Ara Kat,PROJE GALERİ'den DENİZ MANZARALI ASANSÖRLÜ ARAKAT FIRSATI!,none,0,0,0,0,0,none,0,,1314743718
,İZMİT / PLAJ YOLU HARİKA 4+1 DAİRE,none,0,0,0,0,0,none,0,,1308175026
