county,feature,group,positive_count,negative_count,local_effect,global_effect,smoothed_effect,reliability_level
Başiskele,front_east,front,157,,-0.02247735778771898,-0.0030457381111883564,-0.02247735778771898,county
Darıca,front_east,front,156,,-0.024931008141758144,-0.0030457381111883564,-0.024931008141758144,county
Derince,front_east,front,136,,0.015396968271068614,-0.0030457381111883564,0.015396968271068614,county
Gebze,front_east,front,103,,0.025670751515568285,-0.0030457381111883564,0.025670751515568285,county
Gölcük,front_east,front,107,,-0.01885351957847905,-0.0030457381111883564,-0.01885351957847905,county
Kartepe,front_east,front,130,,-0.0030185086281635026,-0.0030457381111883564,-0.0030185086281635026,county
Körfez,front_east,front,112,,0.05962290672013604,-0.0030457381111883564,0.05962290672013604,county
Çayırova,front_east,front,116,,-0.03579750529853282,-0.0030457381111883564,-0.03579750529853282,county
İzmit,front_east,front,128,,0.0027909914492369164,-0.0030457381111883564,0.0027909914492369164,county
Başiskele,front_north,front,105,,-0.008022834173524021,0.002329123211737283,-0.008022834173524021,county
Darıca,front_north,front,51,,-0.0031946252327890766,0.002329123211737283,-0.0031946252327890766,county
Derince,front_north,front,105,,0.023604308540103508,0.002329123211737283,0.023604308540103508,county
Gebze,front_north,front,66,,0.029404078489073067,0.002329123211737283,0.029404078489073067,county
Gölcük,front_north,front,97,,0.008516534035215911,0.002329123211737283,0.008516534035215911,county
Kartepe,front_north,front,73,,0.003897471953150094,0.002329123211737283,0.003897471953150094,county
Körfez,front_north,front,117,,0.014141670960588592,0.002329123211737283,0.014141670960588592,county
Çayırova,front_north,front,57,,0.005826503309112313,0.002329123211737283,0.005826503309112313,county
İzmit,front_north,front,88,,-0.020726311568692965,0.002329123211737283,-0.020726311568692965,county
Başiskele,front_score,front,233,,-0.011413097609796374,0.011062514795991518,-0.011413097609796374,county
Darıca,front_score,front,257,,-0.03728640553173739,0.011062514795991518,-0.03728640553173739,county
Derince,front_score,front,262,,0.033236686735395204,0.011062514795991518,0.033236686735395204,county
Gebze,front_score,front,221,,0.05931753923793115,0.011062514795991518,0.05931753923793115,county
Gölcük,front_score,front,193,,0.025795026898065364,0.011062514795991518,0.025795026898065364,county
Kartepe,front_score,front,219,,0.020023650979635935,0.011062514795991518,0.020023650979635935,county
Körfez,front_score,front,245,,0.03778709027820348,0.011062514795991518,0.03778709027820348,county
Çayırova,front_score,front,197,,0.013175457728964775,0.011062514795991518,0.013175457728964775,county
İzmit,front_score,front,242,,-0.02571296235106236,0.011062514795991518,-0.02571296235106236,county
Başiskele,front_south,front,156,,-0.007209056075177735,0.0017943953294956572,-0.007209056075177735,county
Darıca,front_south,front,231,,-0.014950264897083529,0.0017943953294956572,-0.014950264897083529,county
Derince,front_south,front,190,,-0.0016737634280603224,0.0017943953294956572,-0.0016737634280603224,county
Gebze,front_south,front,178,,0.039917931027622464,0.0017943953294956572,0.039917931027622464,county
Gölcük,front_south,front,141,,0.0012805247943821322,0.0017943953294956572,0.0012805247943821322,county
Kartepe,front_south,front,147,,0.0030413541057719867,0.0017943953294956572,0.0030413541057719867,county
Körfez,front_south,front,157,,-0.038878408611802494,0.0017943953294956572,-0.038878408611802494,county
Çayırova,front_south,front,173,,0.00792475416677282,0.0017943953294956572,0.00792475416677282,county
İzmit,front_south,front,169,,0.009000000328279014,0.0017943953294956572,0.009000000328279014,county
