m2_group,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
200+,180,6.933333333333334,7.0,1,0,0.8671239204632444,37315.67127777778
0-75,114,4.114035087719298,0.0,0,0,1.1837269829868151,49473.49657894737
101-125,734,2.7697547683923704,0.0,1,0,0.9791659916370707,38388.6866893733
126-150,691,2.710564399421129,0.0,0,0,0.9605490291659649,36726.57997105644
76-100,747,2.2329317269076303,0.0,0,0,1.0301452012029573,45145.01591700134
151-200,534,2.2265917602996255,0.0,0,0,0.9379963543745401,37839.73513108614
