county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,330,0.4243245222488208,0.44108996099843245,0.10677508528189224,0.08106377866763559,4050.6850738664066,2972.3796284624514
Darıca,330,0.4639486972777015,0.49429907632577297,0.11495114963738773,0.08263364351804572,5747.68946198629,4361.467912011798
Derince,333,0.6539195357934857,0.6481857636229444,0.11655240612129983,0.09327014366732266,4195.964415148371,3393.576089143731
Başiskele,334,0.3554122039549541,0.3673729328483324,0.11965167007106722,0.09610881892868946,4616.308459775939,3801.5410588139257
Çayırova,329,0.5027945992860969,0.5468301449111097,0.12050900556929851,0.08964613341322131,5133.841580854072,3764.75393367411
Körfez,338,0.6814244545464236,0.6562554217187058,0.12498201123490597,0.09719203511786925,4398.480975397653,3202.4785747093792
Gölcük,336,0.5862510077782351,0.601602967900677,0.1347702291742543,0.11011334607447489,4486.622191215496,3427.4175100601788
İzmit,333,0.577561921005132,0.5946805111446702,0.1457343376469925,0.11001731598695075,5430.874492674726,4100.846962261028
Gebze,337,0.4067074394108443,0.4441961317883918,0.15647841533341966,0.1273163114184394,6772.532243788069,5411.272591941124
