floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bodrum,3,0.1981994336761933,0.2423254594275424,6498.636218587059,7174.108230971844,30609.16,37089.71515231946
Bahçe,147,0.14493611009212584,0.11796406261237152,5863.777766647073,4237.883690434399,39923.97761904762,39274.17315169396
En Üst Kat,881,0.1369497728303846,0.10292514261657545,5062.074524748283,3769.3961781961407,36981.86314415437,36659.24643061941
Çatı,104,0.12844123732623508,0.11139606792745363,4750.429356001346,3732.2182021460158,36738.78576923077,36497.19634122366
Zemin/Giriş,429,0.1265916739391362,0.09969929639991379,4721.496272433309,3713.9983501520182,38934.78445221445,39048.73576249043
Ara Kat,1436,0.11849828234790508,0.09270943457077829,4934.464763466489,3714.242258156206,42323.38287604457,41424.6079037527
