building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.2133452659510277,0.19028910777255484,5454.68957659444,5165.51843240977,28095.89875,33550.588326594436
5,43,0.13542659682568153,0.10485648508504765,6044.941164481254,4279.988886615873,43811.04720930233,42245.332393006494
16-20 arası,11,0.13436391678894616,0.07064256908035975,5443.923150923988,2248.9115373113127,36433.91818181818,35034.80230726913
4,17,0.12983313994851614,0.08714848650726158,5425.778946120187,3063.4017664297353,40888.98941176471,40707.569473316886
6-10 arası,158,0.12082273202071846,0.10200851408691144,4873.850484713276,4273.768114066741,40460.17386075949,40310.908127345225
26-30 arası,16,0.11663446900313716,0.09321030084717986,3490.501134233355,2932.6162368341356,32057.213125000002,33212.2954075909
2,30,0.11505791399295913,0.07299181178967962,4880.906623984951,2911.523232155556,41055.965,40292.26819520931
0 (Yapım Aşamasında),78,0.11237773718168441,0.09402265604472711,4684.87399036245,3586.500166464748,41159.575769230774,40828.37582880296
3,26,0.11229267987080455,0.11109150101443119,4955.750405204501,4808.796362420064,43607.786538461536,42005.54054357902
0 (Oturuma Hazır),388,0.10260425652765655,0.08050853915999956,4406.330257069589,3282.140432911503,42164.376211340204,41500.853016746
11-15 arası,78,0.10054269955077325,0.1027675108449462,3759.55096680483,3585.7657258464133,37469.194871794876,37504.56094759436
1,47,0.09932712266187962,0.08225456439900859,4209.467263718224,3326.0070847612733,42601.52404255319,41544.919844603326
missing,3,0.07580425318526673,0.08862363297291857,3264.7983559137792,4431.181648645928,44908.426666666666,41683.87663078053
21-25 arası,16,0.07143403831519549,0.06269588480004754,2222.1787597385032,1996.6349349942557,31237.335625,32448.60084350636
