is_large_home,n,mape,mae,mean_actual,mean_pred
0,685,0.10424704548209515,4411.572600972288,41880.54601459854,41280.657917990626
1,234,0.1264551884401865,4899.45623406538,38107.15709401709,38015.759221740926
