county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,919,0.46930536313490145,0.4787604183090558,0.10990178482071689,0.0888423522682223,4535.799771966611,3537.5328582522197
