site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.5116651543123764,0.5116651543123764,12243.415461524499,12243.415461524499,23928.57,36171.9854615245
Evet,385,0.11794308360885149,0.09453053411007355,4984.830517670309,3996.6820955241674,42168.258181818186,41629.030183905794
Hayır,530,0.10349542480559022,0.084384979341522,4202.26873699053,3244.872037360812,40022.29345283019,39593.46810481766
,3,0.07580425318526673,0.08862363297291857,3264.7983559137792,4431.181648645928,44908.426666666666,41683.87663078053
