district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Sepetlipınar Mh.,1,0.3145158861056677,0.3145158861056677,7862.8971526416935,7862.8971526416935,25000.0,32862.89715264169
Seymen Mah.,10,0.19484863486017828,0.13770442098810687,7882.155817975811,5576.466332330932,44081.542,41457.44353914434
Bahçecik Kılıçaslan Mh.,11,0.17842320272575476,0.10407867343157294,6948.839755767895,4851.124662020098,42051.83090909091,41531.11915596096
Karşıyaka Mh.,4,0.1730787004281626,0.16377173265741368,11772.425779439123,10580.914298268333,67031.82,55259.39422056088
Bahçecik Şehitekrem Mh.,2,0.17248357814669862,0.17248357814669862,6334.169034272272,6334.169034272272,37152.78,37374.638259335086
Sahil Mah.,3,0.16998000829712354,0.16795121214169886,5799.770395360214,5120.462965533687,35550.026666666665,39559.84667657455
Atakent Mah.,5,0.15067198344213953,0.14736491897997583,7787.294882390508,5488.072946402492,47155.418,42816.23789071496
Körfez Mh.,11,0.14259953853996887,0.09675654994153689,5250.001028186229,4102.477717521164,35762.35999999999,34714.04976871348
Döngel Mh.,39,0.13821444296396082,0.12468305704683177,5786.324507512749,4739.878079154685,40185.3958974359,39110.22766770803
Kullar Yakacık Mh.,24,0.12571723596759907,0.12601659007231275,5060.883880474641,5106.300633486713,39630.2175,39191.84357964488
Kullar Tepecik Mh.,11,0.12238482905373255,0.07898798594966353,4697.407054952803,3213.3750265667404,38974.27636363636,37562.28238487749
Barbaros Mah.,108,0.11444269126758827,0.09164565161885235,4798.424706292146,3781.925551727989,41193.614074074074,40584.337023720254
Paşadağ Mh.,113,0.11349203173588468,0.08743311930043612,4693.721688104012,3727.4026305772422,41525.32654867257,41057.51708306329
Aydınkent Mh.,21,0.10885890069942239,0.09423308881816725,4046.0460159205873,3341.5305527248274,37026.04285714286,38101.70438883188
Fatih Mah.,194,0.1084372073850171,0.0891159007470544,4458.889269585254,3563.1966863087437,41636.47659793814,41506.2245757504
Serdar Mah.,38,0.1079609444913889,0.08741847939375419,4172.069937722861,3288.3510333543018,37623.35236842106,37002.3840467846
Mahmutpaşa Mh.,26,0.10475577715906405,0.1129926873499758,4499.682441258172,4641.049150998104,43813.14692307693,44191.27220173334
Yeşilyurt Mh.,201,0.09989245215387621,0.0772647600720094,4312.665755720416,3159.7889595681554,41696.01975124378,41070.270167263436
Havuzlubahçe Mh.,10,0.09063818234995061,0.0700771913806604,2878.468355248116,2156.5712535216535,31740.775,31613.765093418137
Yaylacık Mh.,35,0.08926517279630954,0.058671513324907144,3648.5245338545537,2831.7154652468525,42852.42228571429,42699.82731713498
Kullar Merkez Mh.,7,0.0857255753001829,0.06421207698231791,2985.9493070074604,2656.0452359488845,38300.97571428572,38628.16452022626
Yeniköy Merkez Mh.,10,0.07452925000791251,0.06462183776701699,2891.185880435133,2411.931628510858,38734.704,38622.36678916785
Altınkent Mh.,24,0.07438079645137964,0.0731285428192695,2739.381734782592,2409.170124298811,35407.8325,35073.09853086563
Damlar Mah.,5,0.06212957668728249,0.039279294338172906,2348.119079950052,1555.8681676598208,39906.932,39886.198917462316
Yeşilkent Mh.,5,0.047958887253380954,0.03194535760112859,1374.666823193799,930.4085401328703,29533.484000000004,29753.33868533201
Vezirçiftliği Mh.,1,0.02766569983196199,0.02766569983196199,991.3541517596386,991.3541517596386,35833.33,36824.68415175964
