county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,919,0.4689752145946946,0.47880463777675497,0.10955466510553404,0.08863972622900848,4522.663967283679,3569.2173286186517
