lat,lon,name,seq,osm_id,source
40.7357324,29.9388348,coastline,333,4521514,osm
40.7357145,29.9387797,coastline,334,4521514,osm
40.7356983,29.9387525,coastline,335,4521514,osm
40.7356765,29.9387496,coastline,336,4521514,osm
40.7356661,29.9387929,coastline,337,4521514,osm
40.7356577,29.9391752,coastline,338,4521514,osm
40.735748,29.9400458,coastline,339,4521514,osm
40.7356962,29.9409052,coastline,340,4521514,osm
40.7357046,29.9412024,coastline,341,4521514,osm
40.7357149,29.9415626,coastline,342,4521514,osm
40.7357158,29.9415953,coastline,343,4521514,osm
40.7357179,29.9416697,coastline,344,4521514,osm
40.7355362,29.9416763,coastline,345,4521514,osm
40.7353639,29.9416702,coastline,346,4521514,osm
40.7353577,29.9415965,coastline,347,4521514,osm
40.7353528,29.9415384,coastline,348,4521514,osm
40.7352521,29.9403401,coastline,349,4521514,osm
40.7352583,29.9401454,coastline,350,4521514,osm
40.7353582,29.9399224,coastline,351,4521514,osm
40.7353534,29.9398944,coastline,352,4521514,osm
40.7353218,29.93971,coastline,353,4521514,osm
40.7353018,29.9395766,coastline,354,4521514,osm
40.7353012,29.9395723,coastline,355,4521514,osm
40.7352082,29.939463,coastline,356,4521514,osm
40.7351468,29.9393152,coastline,357,4521514,osm
40.7351375,29.9391305,coastline,358,4521514,osm
40.7350631,29.939029,coastline,359,4521514,osm
40.7349991,29.9389869,coastline,360,4521514,osm
40.7349527,29.9390045,coastline,361,4521514,osm
40.7349113,29.9390396,coastline,362,4521514,osm
40.7348164,29.9391267,coastline,363,4521514,osm
40.73471,29.9391963,coastline,364,4521514,osm
40.7345966,29.9393553,coastline,365,4521514,osm
40.7345169,29.9394858,coastline,366,4521514,osm
40.7345025,29.9396919,coastline,367,4521514,osm
40.7345426,29.9399115,coastline,368,4521514,osm
40.7345422,29.9401572,coastline,369,4521514,osm
40.7345264,29.9403299,coastline,370,4521514,osm
40.734369,29.9405976,coastline,371,4521514,osm
40.7341441,29.9406459,coastline,372,4521514,osm
40.7335873,29.9408399,coastline,373,4521514,osm
40.7330963,29.9410684,coastline,374,4521514,osm
40.7330721,29.9410756,coastline,375,4521514,osm
40.7328193,29.9411506,coastline,376,4521514,osm
40.7322406,29.941235,coastline,377,4521514,osm
40.7319208,29.9412393,coastline,378,4521514,osm
40.7306186,29.9412363,coastline,379,4521514,osm
40.7298329,29.9411275,coastline,380,4521514,osm
40.7288183,29.9408205,coastline,381,4521514,osm
40.7279387,29.9405205,coastline,382,4521514,osm
40.7273296,29.9402474,coastline,383,4521514,osm
40.7267784,29.9400002,coastline,384,4521514,osm
40.7776399,29.4837454,coastline,385,4521521,osm
40.7786538,29.4863019,coastline,386,4521521,osm
40.7796639,29.4878308,coastline,387,4521521,osm
40.7796852,29.4880449,coastline,388,4521521,osm
40.780001,29.4885423,coastline,389,4521521,osm
40.78036,29.4891285,coastline,390,4521521,osm
40.7804256,29.489992,coastline,391,4521521,osm
40.7806186,29.4904631,coastline,392,4521521,osm
40.780364,29.492074,coastline,393,4521521,osm
40.7802208,29.4927471,coastline,394,4521521,osm
40.7801416,29.4926015,coastline,395,4521521,osm
40.7800647,29.492648,coastline,396,4521521,osm
40.7800072,29.4928104,coastline,397,4521521,osm
40.779918,29.492897,coastline,398,4521521,osm
40.7799069,29.4930634,coastline,399,4521521,osm
40.780014,29.4932055,coastline,400,4521521,osm
40.7800351,29.4932799,coastline,401,4521521,osm
40.7798606,29.4936327,coastline,402,4521521,osm
40.779753,29.4939826,coastline,403,4521521,osm
40.7797041,29.4944784,coastline,404,4521521,osm
40.7796426,29.4948322,coastline,405,4521521,osm
40.7794384,29.4951161,coastline,406,4521521,osm
40.779351,29.4956708,coastline,407,4521521,osm
40.7793236,29.4958734,coastline,408,4521521,osm
40.7791412,29.4962599,coastline,409,4521521,osm
40.7789846,29.4966463,coastline,410,4521521,osm
40.778991,29.4971909,coastline,411,4521521,osm
40.7790808,29.4975573,coastline,412,4521521,osm
40.7791642,29.4982592,coastline,413,4521521,osm
40.7793764,29.499065,coastline,414,4521521,osm
40.7795368,29.5001786,coastline,415,4521521,osm
40.7795639,29.500646,coastline,416,4521521,osm
40.7798184,29.5013106,coastline,417,4521521,osm
40.7798454,29.5018246,coastline,418,4521521,osm
40.7798082,29.5024171,coastline,419,4521521,osm
40.7795396,29.5033791,coastline,420,4521521,osm
40.7793014,29.5038074,coastline,421,4521521,osm
40.7791605,29.5039838,coastline,422,4521521,osm
40.7790343,29.5040919,coastline,423,4521521,osm
40.7028595,29.6781348,coastline,424,4521538,osm
40.7029703,29.6758338,coastline,425,4521538,osm
40.7029553,29.6728787,coastline,426,4521538,osm
40.703016,29.6727397,coastline,427,4521538,osm
40.7030665,29.6726793,coastline,428,4521538,osm
40.7031124,29.6726333,coastline,429,4521538,osm
40.7030538,29.6725538,coastline,430,4521538,osm
40.7030207,29.6724665,coastline,431,4521538,osm
40.7030182,29.6723481,coastline,432,4521538,osm
40.7031381,29.6716649,coastline,433,4521538,osm
40.703175,29.6715513,coastline,434,4521538,osm
40.703201,29.6715192,coastline,435,4521538,osm
40.7032607,29.6715193,coastline,436,4521538,osm
40.7032616,29.6715508,coastline,437,4521538,osm
40.7034322,29.6715471,coastline,438,4521538,osm
40.7034316,29.671605,coastline,439,4521538,osm
40.7034908,29.6716092,coastline,440,4521538,osm
40.7034946,29.6714455,coastline,441,4521538,osm
40.7034434,29.6714435,coastline,442,4521538,osm
40.7034387,29.6714433,coastline,443,4521538,osm
40.7034336,29.6714843,coastline,444,4521538,osm
40.7032611,29.6714797,coastline,445,4521538,osm
40.7032006,29.6714781,coastline,446,4521538,osm
40.703166,29.6713966,coastline,447,4521538,osm
40.7031965,29.6712809,coastline,448,4521538,osm
40.7034357,29.6701879,coastline,449,4521538,osm
40.7034587,29.6701549,coastline,450,4521538,osm
40.7035137,29.6700746,coastline,451,4521538,osm
40.7035915,29.6699904,coastline,452,4521538,osm
40.7036018,29.6699633,coastline,453,4521538,osm
40.7035352,29.669939,coastline,454,4521538,osm
40.7035186,29.6699121,coastline,455,4521538,osm
40.7035186,29.6698855,coastline,456,4521538,osm
40.703823,29.6687597,coastline,457,4521538,osm
40.7045509,29.6676457,coastline,458,4521538,osm
40.7045784,29.6675986,coastline,459,4521538,osm
40.7047134,29.6677353,coastline,460,4521538,osm
40.7047414,29.6677308,coastline,461,4521538,osm
40.7047593,29.6677019,coastline,462,4521538,osm
40.7047672,29.6676636,coastline,463,4521538,osm
40.7046421,29.6674968,coastline,464,4521538,osm
40.7048291,29.6671806,coastline,465,4521538,osm
40.7051373,29.6656511,coastline,466,4521538,osm
40.7051279,29.6654038,coastline,467,4521538,osm
40.7047421,29.6644987,coastline,468,4521538,osm
40.7047601,29.6643392,coastline,469,4521538,osm
40.7047353,29.6640301,coastline,470,4521538,osm
40.7045185,29.6636742,coastline,471,4521538,osm
40.7043775,29.6636037,coastline,472,4521538,osm
40.7040326,29.6632793,coastline,473,4521538,osm
40.7037265,29.6629855,coastline,474,4521538,osm
40.7029204,29.6619778,coastline,475,4521538,osm
40.7024568,29.6614199,coastline,476,4521538,osm
40.7022291,29.6608191,coastline,477,4521538,osm
40.7019209,29.6598933,coastline,478,4521538,osm
40.7018753,29.6597992,coastline,479,4521538,osm
40.7016343,29.6599811,coastline,480,4521538,osm
40.7015014,29.6592762,coastline,481,4521538,osm
40.7014689,29.6585177,coastline,482,4521538,osm
40.7014699,29.6579885,coastline,483,4521538,osm
40.7015587,29.6577066,coastline,484,4521538,osm
40.7019748,29.6579989,coastline,485,4521538,osm
40.7020163,29.6591095,coastline,486,4521538,osm
40.7020457,29.659582,coastline,487,4521538,osm
40.7021879,29.659589,coastline,488,4521538,osm
40.7021219,29.657915,coastline,489,4521538,osm
40.7019507,29.6577611,coastline,490,4521538,osm
40.7019313,29.6570966,coastline,491,4521538,osm
40.7019056,29.6558226,coastline,492,4521538,osm
40.7018486,29.6556054,coastline,493,4521538,osm
40.7015639,29.6554527,coastline,494,4521538,osm
40.7012115,29.6543629,coastline,495,4521538,osm
40.7010431,29.6536133,coastline,496,4521538,osm
40.7002369,29.6521991,coastline,497,4521538,osm
40.6996131,29.6514547,coastline,498,4521538,osm
40.699418,29.651293,coastline,499,4521538,osm
40.6989952,29.6508548,coastline,500,4521538,osm
40.6983782,29.6499674,coastline,501,4521538,osm
40.7777751,29.6583308,coastline,502,4521540,osm
40.777916,29.659141,coastline,503,4521540,osm
40.7779821,29.6600719,coastline,504,4521540,osm
40.7780455,29.6606517,coastline,505,4521540,osm
40.7782266,29.6609905,coastline,506,4521540,osm
40.7779813,29.6619406,coastline,507,4521540,osm
40.7776159,29.662995,coastline,508,4521540,osm
40.7776678,29.6635256,coastline,509,4521540,osm
40.7778307,29.6639397,coastline,510,4521540,osm
40.7778836,29.6644377,coastline,511,4521540,osm
40.7780054,29.6659373,coastline,512,4521540,osm
40.7781876,29.6670079,coastline,513,4521540,osm
40.7781701,29.6677349,coastline,514,4521540,osm
40.7782607,29.6680318,coastline,515,4521540,osm
40.7782883,29.6690854,coastline,516,4521540,osm
40.7783161,29.6698755,coastline,517,4521540,osm
40.778203,29.6703145,coastline,518,4521540,osm
40.777971,29.6708373,coastline,519,4521540,osm
40.7777046,29.671274,coastline,520,4521540,osm
40.7773411,29.6718328,coastline,521,4521540,osm
40.7772654,29.6727621,coastline,522,4521540,osm
40.777309,29.674313,coastline,523,4521540,osm
40.777293,29.674988,coastline,524,4521540,osm
40.7773798,29.6756296,coastline,525,4521540,osm
40.7773651,29.6756989,coastline,526,4521540,osm
40.7773735,29.6757407,coastline,527,4521540,osm
40.7773391,29.6759645,coastline,528,4521540,osm
40.7772943,29.6762827,coastline,529,4521540,osm
40.7771472,29.6763163,coastline,530,4521540,osm
40.7772481,29.6764542,coastline,531,4521540,osm
40.7772545,29.6766673,coastline,532,4521540,osm
40.777059,29.6786105,coastline,533,4521540,osm
40.7772386,29.6798015,coastline,534,4521540,osm
40.777325,29.6805174,coastline,535,4521540,osm
40.7776344,29.6816795,coastline,536,4521540,osm
40.7777209,29.6818346,coastline,537,4521540,osm
40.7780801,29.6830886,coastline,538,4521540,osm
40.7782264,29.6837553,coastline,539,4521540,osm
40.7782565,29.6844386,coastline,540,4521540,osm
40.7783858,29.6846393,coastline,541,4521540,osm
40.7782884,29.6849215,coastline,542,4521540,osm
40.7782062,29.6860038,coastline,543,4521540,osm
40.7780946,29.6868944,coastline,544,4521540,osm
40.77818,29.6870197,coastline,545,4521540,osm
40.7779116,29.687716,coastline,546,4521540,osm
40.7772002,29.6890037,coastline,547,4521540,osm
40.7771621,29.6893496,coastline,548,4521540,osm
40.7484949,29.8251854,coastline,549,4521595,osm
40.7482957,29.8250265,coastline,550,4521595,osm
40.7481903,29.8250601,coastline,551,4521595,osm
40.7481162,29.8251932,coastline,552,4521595,osm
40.7477441,29.8256231,coastline,553,4521595,osm
40.747555,29.8263299,coastline,554,4521595,osm
40.7472655,29.8259232,coastline,555,4521595,osm
40.7473358,29.8257852,coastline,556,4521595,osm
40.7472924,29.8252918,coastline,557,4521595,osm
40.7471657,29.8247226,coastline,558,4521595,osm
40.7471397,29.8246707,coastline,559,4521595,osm
40.7471016,29.8247476,coastline,560,4521595,osm
40.747208,29.8257927,coastline,561,4521595,osm
40.7472128,29.8258636,coastline,562,4521595,osm
