osm_id,osm_type,lat,lon,category,subcategory,name,amenity,shop,leisure,highway,public_transport,railway
6518033704,node,40.7674294,29.9740158,transport,stop_position,Yahya Kaptan,,,,,stop_position,tram_stop
6518033705,node,40.7674939,29.9740453,transport,stop_position,Yahya Kaptan,,,,,stop_position,tram_stop
6518059064,node,40.7758437,29.9757371,transport,stop_position,Otogar,,,,,stop_position,tram_stop
6518060199,node,40.7758552,29.9756416,transport,stop_position,Otogar,,,,,stop_position,tram_stop
6518087933,node,40.7677265,29.9668909,transport,stop_position,Yenişehir,,,,,stop_position,tram_stop
6518087945,node,40.767653,29.9668897,transport,stop_position,Yenişehir,,,,,stop_position,tram_stop
6518090930,node,40.7671589,29.9566883,transport,stop_position,Mehmet Ali Paşa,,,,,stop_position,tram_stop
6518090931,node,40.7671933,29.9566878,transport,stop_position,Mehmet Ali Paşa,,,,,stop_position,tram_stop
6518123996,node,40.7665078,29.9511958,transport,stop_position,Doğu Kışla,,,,,stop_position,tram_stop
6518123997,node,40.7665056,29.9511526,transport,stop_position,Doğu Kışla,,,,,stop_position,tram_stop
6520888549,node,40.7654493,29.9400844,transport,stop_position,Millî İrade Meydanı,,,,,stop_position,tram_stop
6520888550,node,40.7654428,29.9413631,transport,stop_position,Millî İrade Meydanı,,,,,stop_position,tram_stop
6520888557,node,40.7623366,29.9364769,transport,stop_position,Fuar,,,,,stop_position,tram_stop
6520888558,node,40.7623709,29.9364762,transport,stop_position,Fuar,,,,,stop_position,tram_stop
6520930719,node,40.7621668,29.9257878,transport,stop_position,Fevziye,,,,,stop_position,tram_stop
6520930720,node,40.7622383,29.9257819,transport,stop_position,Fevziye,,,,,stop_position,tram_stop
6520943448,node,40.7622283,29.9320745,transport,stop_position,Yeni Cuma,,,,,stop_position,tram_stop
6520943449,node,40.7622551,29.9320887,transport,stop_position,Yeni Cuma,,,,,stop_position,tram_stop
6532382548,node,40.6906767,30.2213871,daily,atm,Yapı Kredi,atm,,,,,
6532382558,node,40.6902358,30.2206729,daily,marketplace,Anatolia Bazaar,marketplace,,,,,
6532382560,node,40.6908329,30.2196071,transport,bus_stop,,,,,bus_stop,platform,
6532382562,node,40.6916136,30.2125828,daily,supermarket,BİM,,supermarket,,,,
6533695599,node,40.688712,30.2464064,daily,supermarket,A101,,supermarket,,,,
6533695600,node,40.6890796,30.2469775,daily,supermarket,Şok,,supermarket,,,,
6533695601,node,40.6890897,30.2466921,daily,supermarket,BİM,,supermarket,,,,
6567597926,node,40.8472029,29.4245583,daily,bank,Alternatif Bank,bank,,,,,
6593062709,node,40.7640373,29.9385751,daily,cafe,Elçin'in Renkli Mutfağı,cafe,,,,,
6739043745,node,40.7637291,29.8778097,daily,cafe,,cafe,,,,,
6743553791,node,40.727018,30.0695177,daily,cafe,Starbucks,cafe,,,,,
6762409888,node,40.7060263,29.8006704,education,kindergarten,Çilek Anaokulu kres,kindergarten,,,,,
6762491487,node,40.705427,29.8008939,education,kindergarten,Masal Anaokulu kreş,kindergarten,,,,,
6762551086,node,40.7061152,29.8016704,education,kindergarten,uğur böceğim Anaokulu,kindergarten,,,,,
6762551088,node,40.7083878,29.800176,education,school,Metin Çelik Fen ve Anadolu lisesi,school,,,,,
