osm_id,osm_type,lat,lon,category,subcategory,name,amenity,shop,leisure,highway,public_transport,railway
9411325667,node,40.7722438,29.9820368,transport,bus_stop,Sultan Murat Caddesi,,,,bus_stop,platform,
9411325669,node,40.7723263,29.9899683,transport,bus_stop,Akarca B-1,,,,bus_stop,platform,
9411325671,node,40.7741284,29.9909518,transport,bus_stop,Ahmet Taner Kışlalı,,,,bus_stop,platform,
9411325672,node,40.774966,29.9910094,transport,bus_stop,Akarca Postane,,,,bus_stop,platform,
9411325673,node,40.7750179,29.9883313,transport,bus_stop,Akarca Parkı,,,,bus_stop,platform,
9411325674,node,40.7749032,29.9857365,transport,bus_stop,Akarca İş Merkezi,,,,bus_stop,platform,
9411325675,node,40.7751876,29.9847282,transport,bus_stop,Akarca Sağlık Ocağı,,,,bus_stop,platform,
9411325677,node,40.7772207,29.9822372,transport,bus_stop,Muallim Naci,,,,bus_stop,platform,
9411325679,node,40.7776989,29.9820415,transport,bus_stop,Mustafa Eryiğit Sokak,,,,bus_stop,platform,
9411325681,node,40.7780056,29.9844981,transport,bus_stop,Akasya Sokak,,,,bus_stop,platform,
9411325683,node,40.7767096,29.9841174,transport,bus_stop,Koşar Sokak,,,,bus_stop,platform,
9411325685,node,40.7757906,29.9861001,transport,bus_stop,8.Ada,,,,bus_stop,platform,
9411325687,node,40.7759262,29.9883134,transport,bus_stop,Milenium,,,,bus_stop,platform,
9411325689,node,40.7764603,29.9898158,transport,bus_stop,Menekşe,,,,bus_stop,platform,
9411325691,node,40.7778733,29.9912221,transport,bus_stop,Akarca B 1 Blok,,,,bus_stop,platform,
9411325693,node,40.778852,29.9922402,transport,bus_stop,Çitlenbik,,,,bus_stop,platform,
9411325694,node,40.7795126,29.9916475,transport,bus_stop,Akarca Mesire Alanı,,,,bus_stop,platform,
9411325697,node,40.7799595,29.9871539,transport,bus_stop,Akarca 5,,,,bus_stop,platform,
9411325699,node,40.7798673,29.9853261,transport,bus_stop,Akarca 4,,,,bus_stop,platform,
9411325701,node,40.7811572,29.9859949,transport,bus_stop,Karanfil Sokak,,,,bus_stop,platform,
9411325702,node,40.7829085,29.9891465,transport,bus_stop,Çocuk Hastanesi,,,,bus_stop,platform,
9419114859,node,40.7658893,29.9678636,daily,restaurant,Özay ASPAVA,restaurant,,,,,
9419114878,node,40.7673121,29.9679783,daily,supermarket,Şok,,supermarket,,,,
9420509625,node,40.7627448,29.8868718,transport,stop_position,Plajyolu,,,,,stop_position,tram_stop
9420509626,node,40.7627146,29.8868736,transport,stop_position,Plajyolu,,,,,stop_position,tram_stop
9420509627,node,40.7623171,29.892226,transport,stop_position,Eğitim Kampüsü,,,,,stop_position,tram_stop
9420509628,node,40.7622766,29.8922174,transport,stop_position,Eğitim Kampüsü,,,,,stop_position,tram_stop
9420509629,node,40.7617824,29.8969971,transport,stop_position,Kongre Merkezi,,,,,stop_position,tram_stop
9420509630,node,40.761753,29.8969932,transport,stop_position,Kongre Merkezi,,,,,stop_position,tram_stop
9420509631,node,40.7612077,29.9017706,transport,stop_position,Seka Devlet Hatanesi,,,,,stop_position,tram_stop
9420509632,node,40.7611839,29.9017671,transport,stop_position,Seka Devlet Hatanesi,,,,,stop_position,tram_stop
9425440129,node,40.7707071,30.0052313,transport,bus_stop,Fatih Sultan Mehmet Bulvarı,,,,bus_stop,platform,
9425440130,node,40.7691157,30.0044808,transport,bus_stop,Kanalboyu Köprü,,,,bus_stop,platform,
9425440131,node,40.7676387,30.0056263,transport,bus_stop,Şehit Yüksel Dinç,,,,bus_stop,platform,
9425440132,node,40.7673969,30.0071501,transport,bus_stop,833 Ada,,,,bus_stop,platform,
9425440133,node,40.7667881,30.0103753,transport,bus_stop,832 Ada,,,,bus_stop,platform,
9425440134,node,40.7663262,30.012848,transport,bus_stop,831 Ada,,,,bus_stop,platform,
9425440135,node,40.7672249,30.0134859,transport,bus_stop,Kanalboyu Camii,,,,bus_stop,platform,
9425440136,node,40.7713496,29.9838388,transport,bus_stop,Sultan Murat Caddesi 1,,,,bus_stop,platform,
9425440137,node,40.7744653,29.9764507,transport,bus_stop,Akarca Caddesi,,,,bus_stop,platform,
9425440138,node,40.7726664,29.9777487,transport,bus_stop,İshak Paşa Caddesi,,,,bus_stop,platform,
9425440139,node,40.7685387,29.9757788,transport,bus_stop,24 Kasım A.M.L,,,,bus_stop,platform,
9425440199,node,40.7652208,29.977081,transport,bus_stop,Süleyman Demirel Kültür Merkezi,,,,bus_stop,platform,
9425440200,node,40.7632952,29.9769894,transport,bus_stop,Akasyalar Caddesi,,,,bus_stop,platform,
9425440201,node,40.7631917,29.9761098,transport,bus_stop,İlkadım,,,,bus_stop,platform,
9425440202,node,40.7635556,29.973889,transport,bus_stop,Atılım Lisesi,,,,bus_stop,platform,
9425440203,node,40.76339,29.9717916,transport,bus_stop,Yahya Kaptan 5,,,,bus_stop,platform,
9425440204,node,40.7648069,29.9703402,transport,bus_stop,Yahya Kaptan 4,,,,bus_stop,platform,
9425440213,node,40.7669668,29.9712604,transport,bus_stop,Gökkuşağı Sokak,,,,bus_stop,platform,
9425440214,node,40.7677041,29.9706803,transport,bus_stop,Yahya Kaptan 2,,,,bus_stop,platform,
9425440215,node,40.7677815,29.9689587,transport,bus_stop,Necip Fazıl Caddesi,,,,bus_stop,platform,
9425440216,node,40.7764141,29.9683497,transport,bus_stop,Feyzullah İzmidi Caddesi,,,,bus_stop,platform,
9425442817,node,40.7778664,29.967257,transport,bus_stop,Seymen,,,,bus_stop,platform,
9439262817,node,40.7058957,29.8473183,daily,cafe,,cafe,,,,,
9439262818,node,40.6894631,29.6067827,health,pharmacy,,pharmacy,,,,,
9439262819,node,40.6905526,29.6050991,daily,atm,,atm,,,,,
9439262917,node,40.7060486,29.8474451,health,clinic,,clinic,,,,,
9439262918,node,40.6904983,29.6051047,daily,atm,,atm,,,,,
9439262919,node,40.6905238,29.6051017,daily,atm,,atm,,,,,
9439262920,node,40.6904265,29.6051077,daily,atm,,atm,,,,,
9439263017,node,40.6904585,29.6051048,daily,atm,,atm,,,,,
9444236812,node,40.7811467,29.9863812,daily,convenience,Bekiroğlu Market,,convenience,,,,
9444493131,node,40.776126,29.9910681,daily,convenience,Yuvam Huzur Mini Market,,convenience,,,,
9456369707,node,40.7666083,29.9763519,daily,cafe,Kahve Dünyası,cafe,,,,,
9456369708,node,40.7667948,29.976144,daily,cafe,Alaçatı Muhallebicisi,cafe,,,,,
9456369734,node,40.7665523,29.9746416,daily,cafe,İREM Cafe,cafe,,,,,
9456768407,node,40.770572,29.9757297,daily,supermarket,CarrefourSA,,supermarket,,,,
9461300529,node,40.763471,29.972022,daily,convenience,Gross Market,,convenience,,,,
9461641017,node,40.7640492,29.8752223,transport,bus_stop,Kuruçeşme D100,,,,bus_stop,platform,
9461641100,node,40.7642378,29.8893354,education,school,Nuh Çimento Mesleki ve Teknik Anadolu Lisesi,school,,,,,
9461641101,node,40.764082,29.8901275,education,school,İzmit Lisesi,school,,,,,
9467039379,node,40.7636131,29.9722748,daily,restaurant,Ocakbaşı Meymenet,restaurant,,,,,
9467039381,node,40.7636662,29.9716923,health,pharmacy,Eczane Eren,pharmacy,,,,,
9467039382,node,40.7637032,29.9717104,daily,restaurant,Göçmen Börekçisi,restaurant,,,,,
9467039385,node,40.7640901,29.97194,daily,atm,Türkiye İş Bankası,atm,,,,,
9467039386,node,40.7640805,29.9719708,daily,atm,Yapı Kredi,atm,,,,,
9467039387,node,40.7640531,29.9720324,daily,atm,Ziraat Bankası,atm,,,,,
9467039388,node,40.7640309,29.9720835,daily,atm,Garanti Bankası,atm,,,,,
9467039389,node,40.7640201,29.9721121,daily,atm,Akbank,atm,,,,,
9467039390,node,40.7640053,29.9721579,daily,atm,QNB Finansbank,atm,,,,,
9467039391,node,40.7639985,29.9721797,daily,atm,TEB,atm,,,,,
9467039392,node,40.7639826,29.9722278,daily,atm,Halkbank,atm,,,,,
9468408547,node,40.7592814,29.9789825,daily,cafe,Starbucks,cafe,,,,,
9469213857,node,40.7599357,29.9753429,daily,supermarket,CarrefourSA,,supermarket,,,,
9487913396,node,40.7644945,29.9808207,daily,supermarket,Migros,,supermarket,,,,
9509010917,node,40.6882491,29.5767506,transport,bus_stop,,,,,bus_stop,,
9509010918,node,40.688494,29.5765853,transport,bus_stop,,,,,bus_stop,,
9514497306,node,40.696636,29.9112359,transport,bus_stop,Gencerler Durağı,,,,bus_stop,platform,
9514497307,node,40.696529,29.9113364,transport,bus_stop,Hacı Aslan Caddesi 1 Durağı,,,,bus_stop,platform,
9515005388,node,40.7710751,29.969464,health,pharmacy,Eczane Lavanta,pharmacy,,,,,
9515079425,node,40.7705404,29.9692837,daily,restaurant,Gazibey Baklava & Börek,restaurant,,,,,
9516532165,node,40.7752167,29.9715656,daily,atm,Türkiye İş Bankası,atm,,,,,
9530712366,node,40.7707196,29.9747522,daily,convenience,Ata Market,,convenience,,,,
9531897807,node,40.7668983,29.9771335,daily,supermarket,Migros,,supermarket,,,,
9531920921,node,40.7672799,29.9760589,other,prep_school,Uğur Kurs,prep_school,,,,,
9531920922,node,40.7672327,29.9759639,other,music_school,Müzik Reyonu Sanat Akademisi,music_school,,,,,
9531936609,node,40.7721341,29.9726639,daily,supermarket,Şok,,supermarket,,,,
9535022055,node,40.7770979,29.9808123,daily,convenience,Aydın Market,,convenience,,,,
9536909023,node,40.7755385,29.9757486,transport,bus_stop,Aktarma Durağı,,,,bus_stop,platform,
9551542291,node,40.7755365,29.9768628,daily,restaurant,Köfteci Yusuf,restaurant,,,,,
9551542292,node,40.7755585,29.9770076,daily,cafe,Coffee Hub,cafe,,,,,
9551542294,node,40.7757387,29.9770236,daily,cafe,,cafe,,,,,
9560635778,node,40.7851578,29.9785557,daily,convenience,Ramazan Market,,convenience,,,,
9575110689,node,40.785972,29.9697912,health,pharmacy,Efe Eczanesi,pharmacy,,,,,
9575161212,node,40.7870423,29.9717221,daily,convenience,Yeşilova Yılmaz Market,,convenience,,,,
9575161521,node,40.7865678,29.9710147,daily,convenience,Toros Market,,convenience,,,,
9575161522,node,40.786653,29.9710892,daily,cafe,Közden Cafe,cafe,,,,,
9575329603,node,40.7887584,29.9620166,daily,supermarket,Şok,,supermarket,,,,
9575418664,node,40.7743605,29.987672,daily,cafe,Kıraathane,cafe,,,,,
9575508597,node,40.7634716,29.9263833,other,driving_school,Çarşı Sürücü Kursu,driving_school,,,,,
9576020370,node,40.7568577,29.948413,daily,supermarket,Migros,,supermarket,,,,
9576106223,node,40.753528,29.9453589,daily,restaurant,Köfteci Yusuf,restaurant,,,,,
9576106225,node,40.7536783,29.9459038,daily,cafe,Starbucks,cafe,,,,,
9576106236,node,40.7534405,29.9464939,daily,restaurant,Lezzet Durağı,restaurant,,,,,
9576106284,node,40.7551969,29.9449571,daily,supermarket,Migros,,supermarket,,,,
9576106291,node,40.7533508,29.9455366,daily,cafe,Kahve Dünyası,cafe,,,,,
9576106297,node,40.7543162,29.9458584,daily,atm,Vakıfbank,atm,,,,,
9576106299,node,40.7543723,29.9458566,daily,atm,Türkiye İş Bankası,atm,,,,,
9576106301,node,40.7544058,29.9459035,daily,atm,Yapı Kredi,atm,,,,,
9576106302,node,40.7542691,29.9462319,daily,atm,ING,atm,,,,,
9576106303,node,40.7542476,29.9462369,daily,atm,Akbank,atm,,,,,
9576106304,node,40.7542269,29.9462422,daily,atm,Garanti Bankası,atm,,,,,
9576106305,node,40.7542074,29.9462483,daily,atm,TEB,atm,,,,,
9576106306,node,40.7541884,29.9462543,daily,atm,Halkbank,atm,,,,,
9576562800,node,40.775975,29.969434,daily,restaurant,Konyalı Lezzet Ustası,restaurant,,,,,
9577968488,node,40.7678939,29.9660274,daily,restaurant,Şahane,restaurant,,,,,
9580454783,node,40.7728071,29.9805975,daily,cafe,"Pure Black Coffee, Alikahya",cafe,,,,,
9580454784,node,40.7724052,29.9782216,daily,supermarket,Otantik Gurme,,supermarket,,,,
9580454785,node,40.7756341,29.9783853,daily,supermarket,A101,,supermarket,,,,
9580454786,node,40.7756674,29.978528,daily,convenience,Kaya Çiftliği,,convenience,,,,
9580454792,node,40.7754708,29.9776538,other,prep_school,Doğru Cevap,prep_school,,,,,
9580454793,node,40.7754324,29.9774923,daily,convenience,Çakmak Market,,convenience,,,,
9581398201,node,40.7646351,29.9340551,daily,cafe,Krepi,cafe,,,,,
9581398204,node,40.7630059,29.9328922,daily,cafe,Mackbear Cafe,cafe,,,,,
9581398205,node,40.7630187,29.9329671,daily,cafe,Mokka,cafe,,,,,
9581398206,node,40.7630274,29.9330035,daily,cafe,Rose Coffee & Cake,cafe,,,,,
9581417618,node,40.7629882,29.9327666,daily,cafe,Monad Cafe,cafe,,,,,
9581417619,node,40.7629972,29.9328159,daily,cafe,Kingslanding Cafe,cafe,,,,,
9581417621,node,40.7629655,29.9326013,daily,cafe,Mountain,cafe,,,,,
9581417640,node,40.7627143,29.9318505,daily,cafe,Monteair,cafe,,,,,
9581417641,node,40.7627978,29.931777,other,language_school,AmericanLIFE,language_school,,,,,
9581417642,node,40.7627901,29.9321798,daily,cafe,Kahve Diyarı,cafe,,,,,
9581417643,node,40.7628387,29.9323864,daily,cafe,Kahve Dünyası,cafe,,,,,
9581417644,node,40.7628311,29.9323088,other,language_school,English Time,language_school,,,,,
9581417645,node,40.7627409,29.9319588,daily,cafe,Otağ Han,cafe,,,,,
9581417646,node,40.7627532,29.9320463,daily,cafe,Snowdrop Cafe,cafe,,,,,
9581417659,node,40.763158,29.9331175,daily,cafe,Casual Coffee Shop,cafe,,,,,
9581417660,node,40.7632842,29.9330751,daily,cafe,Exa Çikolata & Kahve,cafe,,,,,
9583074196,node,40.7680009,29.9645586,other,driving_school,Fethiye Sürücü Kursu,driving_school,,,,,
9583074199,node,40.7680242,29.965191,other,prep_school,ArtıNet Akademi Eğitim Kurumları,prep_school,,,,,
9583200323,node,40.7676031,29.9646942,other,prep_school,,prep_school,,,,,
9583200353,node,40.767481,29.9663473,daily,bank,Burgan Bank,bank,,,,,
9583788838,node,40.7632969,29.962999,daily,supermarket,Kostaş,,supermarket,,,,
9585951644,node,40.7631792,29.927895,health,pharmacy,Semanur Eczanesi,pharmacy,,,,,
9585951645,node,40.7628448,29.9288251,daily,restaurant,MEG Yemek,restaurant,,,,,
9586660815,node,40.7657871,29.9576309,daily,convenience,Östek Market,,convenience,,,,
9597848150,node,40.7674216,29.9669808,other,language_school,İzmit Dil Akademi,language_school,,,,,
9611200200,node,40.7327667,30.1591115,daily,cafe,Bageni Kafe,cafe,,,,,
9611200201,node,40.7328046,30.1594508,daily,restaurant,Bageni Restoran,restaurant,,,,,
9621069441,node,40.7687182,29.9655881,daily,restaurant,Akmeşe Izgara,restaurant,,,,,
9621069443,node,40.7687291,29.9658567,daily,convenience,Duru Mini Market,,convenience,,,,
9621086511,node,40.7714806,29.965411,daily,atm,Ziraat Bankası,atm,,,,,
9621086512,node,40.7710942,29.965312,daily,restaurant,Halil Usta'nın Yeri,restaurant,,,,,
9621098415,node,40.7703675,29.9657276,daily,restaurant,Pak-Et Mersin Tantuni,restaurant,,,,,
9621100983,node,40.7675053,29.9661313,other,language_school,AmericanVip Language Schools,language_school,,,,,
9621106171,node,40.7710958,29.9650593,daily,convenience,Yenişehir Market,,convenience,,,,
9621110228,node,40.7714616,29.9652842,daily,cafe,Cafe'de Kola,cafe,,,,,
9621128991,node,40.7713786,29.9661264,daily,restaurant,Neşem Izgara Salonu,restaurant,,,,,
9621140928,node,40.7680427,29.9656483,other,prep_school,İlge Akademi Sınavlara Hazırlık Kursu,prep_school,,,,,
9621203742,node,40.7716487,29.9702461,daily,atm,Ziraat Bankası,atm,,,,,
9626110798,node,40.7066921,30.1004421,education,college,Kocaeli Üniversitesi Turizm Fakültesi,college,,,,,
9626487243,node,40.7742297,29.9878115,health,pharmacy,Güngör Eczanesi,pharmacy,,,,,
9642991371,node,40.757012,29.7960758,daily,supermarket,BİM,,supermarket,,,,
9643002516,node,40.7560752,29.8176455,daily,supermarket,NivGross Toptan Market,,supermarket,,,,
9643007719,node,40.7563758,29.8108406,daily,restaurant,MutluEt,restaurant,,,,,
9645859522,node,40.7605542,29.9539621,daily,convenience,Akkaya Market,,convenience,,,,
9648347989,node,40.7575936,29.9798186,daily,supermarket,MMM Migros,,supermarket,,,,
9648347990,node,40.7571967,29.9797846,daily,cafe,Hayal Kahvesi Kocaeli,cafe,,,,,
9648347995,node,40.7579121,29.9791846,daily,cafe,Mado,cafe,,,,,
9648347996,node,40.7580131,29.9791257,daily,cafe,Soulmate,cafe,,,,,
9648347997,node,40.7580996,29.9790855,daily,cafe,Alaçatı Muhallebicisi,cafe,,,,,
9665167332,node,40.748744,29.8039286,daily,cafe,Siyah İnci,cafe,,,,,
9665167333,node,40.7487432,29.8070791,daily,cafe,Timata Cafe,cafe,,,,,
9665167334,node,40.7488034,29.8078343,daily,cafe,Bal Marina Cafe & Restaurant,cafe,,,,,
9665167335,node,40.7486152,29.8065004,daily,cafe,Manetto Dondurma & Kafe,cafe,,,,,
9665167336,node,40.7489404,29.8075259,daily,cafe,Joyy Cafe & Restaurant,cafe,,,,,
9665167337,node,40.7488456,29.8058988,daily,cafe,Alice Bahçe Kafe,cafe,,,,,
9666890828,node,40.7283514,30.0712863,daily,cafe,Starbucks,cafe,,,,,
9670087378,node,40.7748882,29.9679363,health,pharmacy,Serap Eczanesi,pharmacy,,,,,
9687476512,node,40.82192,29.9274465,daily,atm,Ziraat Bankası,atm,,,,,
9687692833,node,40.7639748,29.932842,daily,cafe,Çeşme Kahve,cafe,,,,,
9687711493,node,40.7638318,29.9320171,daily,convenience,Ankara Market,,convenience,,,,
9687948722,node,40.821857,29.9273235,daily,atm,Türkiye İş Bankası,atm,,,,,
9687963916,node,40.8216633,29.9280733,daily,bank,Türkiye İş Bankası,bank,,,,,
9688051979,node,40.8238659,29.9214839,daily,atm,Türkiye İş Bankası,atm,,,,,
9688051981,node,40.8238195,29.921367,daily,atm,Ziraat Bankası,atm,,,,,
9688051982,node,40.8238891,29.9212599,daily,atm,QNB Finansbank,atm,,,,,
9688051983,node,40.8237697,29.9212679,daily,atm,Garanti Bankası,atm,,,,,
9688051984,node,40.8237921,29.9209849,daily,atm,Yapı Kredi,atm,,,,,
9688051985,node,40.8237169,29.921102,daily,atm,TEB,atm,,,,,
9688102863,node,40.8216985,29.9282349,daily,atm,Ziraat Bankası,atm,,,,,
9688190131,node,40.8238454,29.9211246,daily,atm,Halk Bankası,atm,,,,,
9690683131,node,40.7664403,29.9766055,health,pharmacy,Arastapark Eczanesi,pharmacy,,,,,
9690685580,node,40.8228231,29.9281494,health,pharmacy,Umuttepe Eczanesi,pharmacy,,,,,
9690698575,node,40.8229447,29.9278633,health,pharmacy,Nergis Eczane,pharmacy,,,,,
9690705071,node,40.8228564,29.9280407,daily,convenience,Mıstık Market,,convenience,,,,
9690728917,node,40.7643826,29.9405409,daily,cafe,Starbucks,cafe,,,,,
9690728920,node,40.7652624,29.9373006,daily,cafe,Bilgem Kafe,cafe,,,,,
9696301269,node,40.7293505,30.056304,daily,restaurant,Saklı Bahçe,restaurant,,,,,
9696301270,node,40.7291645,30.0563067,daily,restaurant,Mekan 41 Büfe ve Ev Yemekleri,restaurant,,,,,
9696310025,node,40.7199776,30.0573121,daily,atm,Akbank,atm,,,,,
9696366860,node,40.7035335,30.0541672,daily,supermarket,Tarım Kredi Kooperatif Market,,supermarket,,,,
9696366882,node,40.7018051,30.0537823,daily,supermarket,Hakmar,,supermarket,,,,
9696366883,node,40.7020377,30.053647,daily,supermarket,BİM,,supermarket,,,,
9697987449,node,40.7372822,30.0528842,daily,cafe,Salon Karadere,cafe,,,,,
9697987461,node,40.7392086,30.0524041,daily,restaurant,Arifoğlu Gaziantep Baklavacısı,restaurant,,,,,
9699234816,node,40.7013464,30.0244093,daily,supermarket,A101,,supermarket,,,,
9704250342,node,40.7395951,30.0171975,daily,cafe,Johan Sebastian Coffee,cafe,,,,,
9705360676,node,40.8250381,29.9194101,daily,cafe,Nihavend,cafe,,,,,
9705369917,node,40.8246728,29.9185518,daily,atm,Ziraat Bankası,atm,,,,,
9705369918,node,40.8248108,29.9184177,daily,atm,Türkiye İş Bankası,atm,,,,,
9707770545,node,40.7383421,29.9987054,daily,supermarket,BİM,,supermarket,,,,
9711589000,node,40.7603983,29.9500891,health,pharmacy,42 Evler Eczanesi,pharmacy,,,,,
9711664185,node,40.7607413,29.9252784,transport,bus_stop,,,,,bus_stop,platform,
9711664186,node,40.7607413,29.9253573,transport,bus_stop,,,,,bus_stop,platform,
9711664187,node,40.7608072,29.9252808,transport,bus_stop,,,,,bus_stop,platform,
9711664188,node,40.7608078,29.9253573,transport,bus_stop,,,,,bus_stop,platform,
9721632685,node,40.8244802,29.9238029,daily,cafe,Ada Cafe,cafe,,,,,
9721640510,node,40.8222835,29.9336044,daily,supermarket,Migros Jet,,supermarket,,,,
9721648413,node,40.8222848,29.9338018,daily,cafe,Coffee Chefs,cafe,,,,,
9721659612,node,40.8242118,29.9246234,daily,cafe,Cafe Park,cafe,,,,,
9721670003,node,40.8222972,29.9334721,daily,cafe,Coffee Roaster,cafe,,,,,
9721670090,node,40.8243197,29.9239269,daily,convenience,Baydem Market,,convenience,,,,
9721672348,node,40.8223952,29.9331903,daily,cafe,Starbucks,cafe,,,,,
9721678106,node,40.8231692,29.92674,health,pharmacy,Eczane Çokan,pharmacy,,,,,
9721686360,node,40.8242408,29.9242103,daily,cafe,Granny's Waffles,cafe,,,,,
9721689889,node,40.8242582,29.9241312,daily,cafe,Osmanlı Cafe,cafe,,,,,
9721690299,node,40.823091,29.9270962,daily,convenience,Erdal Bakkal,,convenience,,,,
9721694256,node,40.8231572,29.9268155,health,pharmacy,Eczane Üniversite,pharmacy,,,,,
9721698372,node,40.8231161,29.9270094,health,pharmacy,Eczane Nurgül,pharmacy,,,,,
9721701419,node,40.8204955,29.9234981,daily,atm,Ziraat Bankası,atm,,,,,
9722200449,node,40.8230811,29.9300694,daily,cafe,SoulMate Coffee,cafe,,,,,
9722200450,node,40.8229923,29.9305342,daily,supermarket,Carrefour,,supermarket,,,,
9722204270,node,40.8212714,29.9274663,daily,atm,Türkiye İş Bankası,atm,,,,,
9722229556,node,40.8211878,29.9276715,daily,cafe,Mahur Kafe,cafe,,,,,
9722234072,node,40.82114,29.9275189,daily,atm,Ziraat Bankası,atm,,,,,
9723245987,node,40.8236892,29.9247259,transport,bus_stop,Umuttepe B Kapısı Durak,,,,bus_stop,platform,
9739824453,node,40.765327,29.9380203,daily,supermarket,A101,,supermarket,,,,
9739937614,node,40.7638677,29.9565627,daily,restaurant,Özpaşa Sofrası,restaurant,,,,,
9741753598,node,40.7655464,29.9460892,daily,restaurant,Sarıyer Börek,restaurant,,,,,
9742085335,node,40.7568012,29.9486107,daily,cafe,Starbucks,cafe,,,,,
9746980112,node,40.7618604,29.8599469,transport,bus_stop,,,,,bus_stop,platform,
9751718257,node,40.7663733,29.9766673,daily,cafe,Karafırın,cafe,,,,,
9751773311,node,40.772604,29.9799519,daily,cafe,Fully Bubble Waffle,cafe,,,,,
9775783800,node,40.763176,29.9651178,transport,bus_stop,,,,,bus_stop,platform,
9775783801,node,40.7635536,29.9657538,transport,bus_stop,,,,,bus_stop,platform,
9777844480,node,40.7634147,29.9288011,daily,cafe,Pişkin Simit Fırını,cafe,,,,,
9777844482,node,40.7633601,29.9283737,daily,bank,Ziraat Bankası,bank,,,,,
9777844524,node,40.7632236,29.9284935,daily,bank,TEB,bank,,,,,
9777844530,node,40.7631438,29.9285052,daily,bank,alBaraka,bank,,,,,
9777844531,node,40.762715,29.9286073,health,pharmacy,Eczane Nesrin,pharmacy,,,,,
9777844538,node,40.7622331,29.9286979,daily,cafe,Kafe Sarı,cafe,,,,,
9779556421,node,40.7636305,29.9284189,daily,bank,Vakıfbank,bank,,,,,
9779556426,node,40.7625965,29.9304883,daily,cafe,Keyf-i İkram,cafe,,,,,
9779808753,node,40.7586301,29.9891282,transport,bus_stop,,,,,bus_stop,platform,
9779808754,node,40.7581059,29.9889458,transport,bus_stop,Pakmaya,,,,bus_stop,platform,
9779808755,node,40.7594524,29.9799274,transport,bus_stop,,,,,bus_stop,platform,
9779808762,node,40.7607568,29.9747846,transport,bus_stop,,,,,bus_stop,platform,
9779808763,node,40.761281,29.9710276,transport,bus_stop,,,,,bus_stop,platform,
9779808764,node,40.7608923,29.9697564,transport,bus_stop,,,,,bus_stop,platform,
9779808765,node,40.7628293,29.9663294,transport,bus_stop,Kınalı Asker,,,,bus_stop,platform,
9779808766,node,40.7633285,29.9717514,transport,bus_stop,,,,,bus_stop,platform,
9779808767,node,40.7634865,29.9739932,transport,bus_stop,,,,,bus_stop,platform,
9782389162,node,40.7680573,29.9758211,transport,bus_stop,,,,,bus_stop,platform,
9783701415,node,40.7729699,30.0149507,daily,restaurant,Er&Bil Unlu Mamülleri,restaurant,,,,,
9788849309,node,40.7136744,29.9076495,daily,cafe,ediFicus Waffle & Foods,cafe,,,,,
9793640803,node,40.7705442,30.0055559,transport,bus_stop,,,,,bus_stop,platform,
9793665185,node,40.7709344,30.0052591,daily,supermarket,A101,,supermarket,,,,
9801567107,node,40.7655471,29.9391885,daily,cafe,Vero Makarna & Pizza,cafe,,,,,
9812151563,node,40.7890222,29.9442204,health,pharmacy,Çağla Eczanesi,pharmacy,,,,,
9814647465,node,40.8007607,29.9528903,health,pharmacy,Gündoğdu Eczanesi,pharmacy,,,,,
9815160653,node,40.8001096,29.948544,health,clinic,Gündoğdu 3 Nolu Aile Sağlığı Merkezi,clinic,,,,,
9817704359,node,40.8016691,29.9748887,health,pharmacy,Bayındırlık Eczanesi,pharmacy,,,,,
9817785614,node,40.8019544,29.9747523,daily,supermarket,MOPAŞ,,supermarket,,,,
9822296094,node,40.7385977,30.0307761,daily,convenience,Her Market,,convenience,,,,
9823400782,node,40.8138107,29.9387868,transport,bus_stop,,,,,bus_stop,platform,
9823400783,node,40.8138337,29.9382975,transport,bus_stop,,,,,bus_stop,platform,
9825180099,node,40.768605,29.8665678,daily,supermarket,BİM,,supermarket,,,,
9825206863,node,40.7689741,29.8665591,daily,supermarket,A101,,supermarket,,,,
9825206866,node,40.7690948,29.8666004,daily,supermarket,Migros Jet,,supermarket,,,,
9830891573,node,40.748089,29.8081609,transport,ferry_terminal,Derince Vapur İskelesi,ferry_terminal,,,,station,
9830994864,node,40.7653036,29.9475444,transport,bus_stop,Atatürk Ortaokulu,,,,bus_stop,platform,
9830994865,node,40.7650392,29.948362,transport,bus_stop,Atatürk Ortaokulu-1,,,,bus_stop,platform,
9830994884,node,40.7653535,29.9478993,daily,convenience,Uğur Market,,convenience,,,,
9830994888,node,40.7653714,29.9487101,daily,restaurant,Kışla Ciğer Kebap Salonu,restaurant,,,,,
9830994889,node,40.7649486,29.9486176,daily,restaurant,Konyalı Etli Ekmek & Fırın Kebap,restaurant,,,,,
9830994990,node,40.7660378,29.9460955,daily,convenience,Elif Market,,convenience,,,,
9830995078,node,40.7657441,29.9436003,daily,convenience,Emin Mini Market,,convenience,,,,
9830995080,node,40.7657371,29.9437435,daily,restaurant,Köfteci Yücel,restaurant,,,,,
9830995081,node,40.7655987,29.9447743,transport,bus_stop,Esendal Durağı,,,,bus_stop,platform,
9833565795,node,40.76591,29.9345281,daily,convenience,Kaya Çiftliği,,convenience,,,,
9833565796,node,40.7656543,29.9343776,daily,supermarket,Hakmar,,supermarket,,,,
9835212029,node,40.76199,29.9369701,transport,bus_stop,,,,,bus_stop,platform,
9835725337,node,40.7624341,29.9336119,daily,cafe,Benzin,cafe,,,,,
9836675881,node,40.7668248,29.933563,daily,convenience,Nokta Market,,convenience,,,,
