room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.3331233592194721,0.3331233592194721,17581.51136574627,17581.51136574627,52777.78,35196.26863425373
4.5+1,2,0.3311664573229981,0.3311664573229981,11557.241542788275,11557.241542788275,34219.0,45776.24154278827
5+1,6,0.165338699677002,0.14442569806439784,6669.833616418701,5003.998124536425,36316.30333333334,35324.43326272851
3.5+1,2,0.1515328597857098,0.1515328597857098,9941.042135776308,9941.042135776308,61497.96,51556.917864223695
4+1,80,0.13455654418958893,0.11172506615956018,5348.7541930545985,3632.059799470486,38162.069875,37030.19667263531
1+1,40,0.12879287363120723,0.11648374437432445,6761.516139041907,5842.841573844427,49987.860499999995,46982.13991115937
3+1,400,0.1162344124926561,0.09577958335170711,4543.024490233073,3665.13644004046,39217.910575,39139.727604677544
2.5+1,1,0.10923657890878581,0.10923657890878581,4697.17289307779,4697.17289307779,43000.0,47697.17289307779
2+2,1,0.0989093428842862,0.0989093428842862,4193.756138293735,4193.756138293735,42400.0,38206.243861706265
2+1,384,0.09292203548062945,0.07761210831876475,3979.279724102024,3362.2360299156026,42310.314427083336,41855.40625669924
3+2,1,0.06680769791739773,0.06680769791739773,2422.955533065993,2422.955533065993,36267.61,33844.65446693401
4+2,1,0.0231643187368405,0.0231643187368405,803.0297934248665,803.0297934248665,34666.67,33863.64020657513
