rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
919,0.43840311926162556,0.4467993016285774,0.11273853618818772,0.09213807284679983,4667.642446454192,3563.4394728810294,gradient_boosting
919,0.421303614823888,0.43488880451142775,0.11509474473616284,0.09169956732410978,4758.292644733804,3619.65827588761,extra_trees
919,0.38489833768258286,0.37827227676700337,0.11945508357456051,0.08969431261438146,4878.993823666713,3747.0119814883365,ridge
919,0.36419000618401576,0.37578649409307296,0.12022776589142455,0.09466538972340964,4974.145424547359,3854.9249603068165,random_forest
