room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.3431484097008457,0.3431484097008457,18110.6112745411,18110.6112745411,52777.78,34667.1687254589
4.5+1,2,0.31686608072107536,0.31686608072107536,11050.920670871858,11050.920670871858,34219.0,45269.920670871856
5+1,6,0.16587362147538764,0.14247423369547216,6728.084334424452,4944.049872401683,36316.30333333334,35165.37733765839
3.5+1,2,0.15102915493002153,0.15102915493002153,9919.341094298852,9919.341094298852,61497.96,51578.61890570115
4+1,80,0.13755293633378055,0.10647588857095075,5468.041562868047,3750.789662248062,38162.069875,36972.0950526969
1+1,40,0.12745017863727198,0.10516987367090155,6613.2561013846425,5583.782497078366,49987.860499999995,47430.54833230054
2.5+1,1,0.11723479419974878,0.11723479419974878,5041.096150589197,5041.096150589197,43000.0,48041.0961505892
3+1,400,0.11683993327550896,0.09456303015113404,4574.759199468023,3541.541103626041,39217.910575,39102.910778184145
2+2,1,0.10505288828096693,0.10505288828096693,4454.242463112998,4454.242463112998,42400.0,37945.757536887
2+1,384,0.09315952043872261,0.07569852092458207,3980.4553066730045,3203.8867623142905,42310.314427083336,41983.73989100666
3+2,1,0.052013764227845316,0.052013764227845316,1886.414915647445,1886.414915647445,36267.61,34381.195084352556
4+2,1,0.01601533202011253,0.01601533202011253,555.1982300816744,555.1982300816744,34666.67,34111.471769918324
