county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,919,0.11009354581006575,0.08913203681807354,4540.509988253899,3518.312333371461,40919.74840043526,40491.56256732785
