m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.1595992257352342,0.14438327258589592,6378.541445938578,4705.845014712613,38271.07372093023,37726.828205547245
151-200,157,0.12116459907591208,0.09931660264520799,4683.341635917156,3741.963460792489,38226.67821656051,37933.797015835
126-150,210,0.11981758288983868,0.10039752165259522,4741.466889732392,3847.571808551129,39304.85638095238,39142.94877423801
0-75,36,0.11681835625008964,0.1010760572611879,6585.708524215908,5922.702194295678,53737.835,50668.501632356696
101-125,242,0.09953169119436209,0.07890342950877127,3948.18022386407,3121.0161866240596,39855.12661157025,39755.84111361538
76-100,231,0.09453046466239043,0.07396399839285223,4220.405161473164,3343.3150759082127,43828.92463203463,43155.35672813818
