site_project_id,n,mean_actual,mean_pred,mean_residual
panorama_3,1,68780.49,43928.56152414085,-24851.928475859153
yuvacik_pasadagi_mh,1,57241.38,36752.618567227866,-20488.76143277213
temizel_tepe_loft,1,52777.78,33803.59593303785,-18974.184066962152
semt_bahcecik,1,61111.11,43450.531703327295,-17660.578296672706
vistapark,1,60000.0,43015.331765440875,-16984.668234559125
akven_armoni_teras,1,51415.09,35822.51732415475,-15592.572675845244
yuvacikta,1,57500.0,42104.76697243955,-15395.233027560447
erenoglu_gm_den,1,60185.19,45054.797739814945,-15130.392260185057
merkezde_essiz_bir,1,56666.67,42246.12959798328,-14420.540402016719
panoramakent_3,1,54166.67,41447.85692932211,-12718.81307067789
pasadag_mh_de_konsept_talha_park,1,41807.91,30427.683580224068,-11380.226419775936
orka_life,3,56599.920000000006,45703.61752540179,-10896.302474598217
kolayli_kullar,1,48333.33,37503.08090237165,-10830.249097628352
kolayli,1,50000.0,39212.75346555907,-10787.246534440928
ustgrup_lifeside,3,54816.92999999999,44070.33269224574,-10746.597307754264
zeray_korupark,6,49349.613333333335,38846.569652671875,-10503.043680661462
ara,1,55312.5,45030.92671162129,-10281.573288378713
seymen,1,55714.29,45601.16569582926,-10113.124304170742
yagmurkent,1,57692.31,47915.9038164607,-9776.4061835393
bulvar,2,51688.655,42011.418063483245,-9677.23693651675
cb_mahall_den_pasadag_da,1,42857.14,33308.85294117296,-9548.287058827038
bahama_insaat,1,48913.04,40459.37056271985,-8453.66943728015
panoramakent_4,3,51607.69,43289.872600869574,-8317.817399130428
garden,1,40882.35,33310.53158757677,-7571.818412423228
anatolia,1,45112.78,37678.02693102784,-7434.753068972161
parla_100_yil,3,49074.073333333334,41660.14561606526,-7413.927717268074
kolayli_karsiyaka,1,42424.24,35070.27409446874,-7353.965905531259
egimsiz,2,55861.245,48615.40086047793,-7245.8441395220725
vadi,1,41842.11,34642.30787166423,-7199.802128335774
basiskele_de_asev_muhit,1,53333.33,46194.293647994746,-7139.036352005256
asrin,3,43359.79,36222.72991768383,-7137.06008231617
villa_liva,2,50576.925,43803.16263006789,-6773.762369932108
rozna,1,48588.79,41964.79104377378,-6623.99895622622
manar_yuvacik_2,1,44636.02,38134.5995656211,-6501.420434378895
twinkle_life,3,47867.42333333333,41439.22833785545,-6428.194995477886
altinkent_kalici_konutlari_7_ada,1,34782.61,28398.07591474086,-6384.53408525914
teras_marmara,4,44314.6625,37980.425215365234,-6334.237284634764
basiskele_fatih,1,43062.5,37076.997004177065,-5985.502995822935
yuvacik_eksioglu_metsan,1,54597.7,48892.4194251322,-5705.2805748678
bahcecik_kalici_konutlar,1,35000.0,29372.854524208924,-5627.145475791076
yesilyurt_mah_durupark,1,48058.25,42856.81854586892,-5201.431454131081
lotus,2,53273.81,48133.86207735508,-5139.947922644915
yuz_yapi_dan_deniz_ve_vadi,1,43421.05,38375.934724552884,-5045.115275447119
