building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,10,0.2363950043163583,0.16330911713049429,5884.606090149604,4275.817218879725,27798.147999999997,32466.143539343648
5,78,0.13107379260604715,0.0981953996464309,5485.270688694795,3832.5002152157795,40935.52205128205,39687.01520686214
2,75,0.12179412797977737,0.1017803608815922,4728.392699423462,3705.301717930546,38866.780133333334,38986.740629035536
6-10 arası,290,0.1172889489094038,0.09538362328696591,4503.11421932738,3382.560508863946,38286.78617241379,37953.82341796288
1,91,0.11388328629801918,0.08791007832161696,4580.93065209482,3760.868925331357,40740.32582417582,40281.16632275027
26-30 arası,19,0.11187320403998782,0.07957595607164394,3619.384701450999,2641.136904454088,32685.493684210527,33642.69182412057
missing,7,0.11163821482182203,0.09619033232326461,5103.808390641374,3400.2166668419086,44523.14,41532.80928834441
4,47,0.11049637514710497,0.08133082231801168,4468.848019155855,2988.4275104658955,38920.92212765958,38153.91614643735
16-20 arası,17,0.11003735052173472,0.08021343029906425,3848.0194050534374,2787.6862200182877,35631.04588235294,37278.64161323205
0 (Yapım Aşamasında),77,0.10923160120668109,0.09268778242297032,4374.580665227862,3677.097544444885,40622.71142857143,40559.159106537394
11-15 arası,127,0.1037271271453596,0.08475933049701181,3599.5331717148883,2981.490668461578,36015.66559055118,35996.107416592495
3,50,0.10072801491214828,0.08518828726923391,4056.8954861468824,3674.651600095127,39987.1914,39119.481672201335
0 (Oturuma Hazır),843,0.09219150804451372,0.06995477379800807,3715.618966249742,2731.6434025696144,39607.340818505334,39033.966490632025
21-25 arası,22,0.08466521489740148,0.060085036417195356,2695.2557082441617,1750.2794774922404,31640.829545454544,33124.520473654375
