site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.41747642362953236,0.41747642362953236,9989.61382616892,9989.61382616892,23928.57,33918.18382616892
Evet,639,0.11215166909581772,0.08628422441386484,4546.509997253596,3530.837415575399,40789.81549295775,40327.74238362379
,7,0.11163821482182203,0.09619033232326461,5103.808390641374,3400.2166668419086,44523.14,41532.80928834441
Hayır,1106,0.09892157087586073,0.07605353714607345,3780.737835924221,2846.2057270204023,37929.744683544304,37580.64540509382
