county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,1753,0.4905058238761666,0.4960815161474046,0.10397667876115901,0.07987923837837131,4068.7006316816287,3074.328327367366
