county,feature,group,positive_count,negative_count,local_effect,global_effect,smoothed_effect,reliability_level
Başiskele,front_east,front,805,,-0.01129890759897556,-0.01129890759897556,-0.01129890759897556,county
Başiskele,front_north,front,543,,0.022085432806754568,0.022085432806754568,0.022085432806754568,county
Başiskele,front_score,front,1226,,-0.000269548069521619,-0.000269548069521619,-0.000269548069521619,county
Başiskele,front_south,front,846,,-0.01993315545113372,-0.01993315545113372,-0.01993315545113372,county
Başiskele,front_west,front,766,,-0.005442290815415696,-0.005442290815415696,-0.005442290815415696,county
Başiskele,in_air_conditioner,inside,64,,0.05869959550191517,0.05869959550191517,0.05869959550191517,county
Başiskele,in_builtin_kitchen,inside,324,,0.0243289634014614,0.0243289634014614,0.0243289634014614,county
Başiskele,in_dressing_room,inside,111,,0.00753223714557727,0.00753223714557727,0.00753223714557727,county
Başiskele,in_fiber,inside,536,,0.006603476124573682,0.006603476124573682,0.006603476124573682,county
Başiskele,in_glass_balcony,inside,95,,0.012165713866545858,0.012165713866545858,0.012165713866545858,county
Başiskele,in_heat_glass,inside,762,,0.009030293257147548,0.009030293257147548,0.009030293257147548,county
Başiskele,in_intercom,inside,622,,0.025381767913629893,0.025381767913629893,0.025381767913629893,county
Başiskele,in_laminate_floor,inside,805,,0.0032450231919263217,0.0032450231919263217,0.0032450231919263217,county
Başiskele,in_pantry,inside,134,,-0.010801807727393253,-0.010801807727393253,-0.010801807727393253,county
Başiskele,in_parent_bathroom,inside,410,,0.03825242453303889,0.0382524245330389,0.03825242453303889,county
Başiskele,in_pvc,inside,595,,0.0033554272162286125,0.0033554272162286125,0.0033554272162286125,county
Başiskele,in_smart_home,inside,57,,-0.0014881957794905532,-0.0014881957794905532,-0.0014881957794905532,county
Başiskele,in_steel_door,inside,1011,,0.009735662351615382,0.009735662351615382,0.009735662351615382,county
Başiskele,in_terrace,inside,334,,-0.037408943056889576,-0.037408943056889576,-0.037408943056889576,county
Başiskele,near_city_center,nearby,781,,-0.008357215235899496,-0.008357215235899496,-0.008357215235899496,county
Başiskele,near_hospital,nearby,1072,,-0.004945781878950228,-0.004945781878950228,-0.004945781878950228,county
Başiskele,near_lake_zero,nearby,21,,-0.010418305325092803,-0.010418305325092803,-0.010418305325092803,global_fallback
Başiskele,near_mall,nearby,767,,0.003726602808447055,0.003726602808447055,0.003726602808447055,county
Başiskele,near_market,nearby,1173,,-0.0031463073276416513,-0.003146307327641651,-0.0031463073276416513,county
Başiskele,near_mosque,nearby,1116,,-0.014233769245795004,-0.014233769245795003,-0.014233769245795004,county
