heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Yok,7,0.1700163222712542,0.0915658289243683,6482.795555735119,3324.8907656706215,37454.69142857143,35596.04309417984
Doğalgaz Sobası,4,0.14268526825807887,0.0780532757034304,4001.3231517537342,2929.3739407405883,33555.9775,34476.873285394024
Kombi (Elektrik),3,0.11774725795337669,0.13266157153354652,3994.5658813657064,4302.53713245174,34297.65333333333,36692.59954479054
Kombi (Doğalgaz),737,0.11262287287138023,0.08926738259746053,4290.161157049881,3309.0656712024065,38156.259457259155,37917.735920417006
,7,0.11163821482182203,0.09619033232326461,5103.808390641374,3400.2166668419086,44523.14,41532.80928834441
Merkezi,2,0.09914476123472474,0.09914476123472474,3504.0787478308557,3504.0787478308557,36354.165,39858.24374783086
Yerden Isıtma,971,0.097216170604517,0.07394861566438815,3890.9519773559214,2931.8778497523454,39621.46486096807,39111.4942539288
Kat Kaloriferi,8,0.08388867197509174,0.0562043050448513,2976.859737875303,1771.1701413559967,36377.21625,36947.23306304161
Merkezi (Pay Ölçer),14,0.07901395716459966,0.05100664524282714,3753.6293789372835,2247.5355460289175,41591.92285714286,40889.653260581086
