building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.21094067763747204,0.1863059116418091,5366.500608782122,5056.330633837175,28095.89875,33462.399358782124
16-20 arası,11,0.12955891043689557,0.05884451198251982,5262.221622428336,2108.594816558587,36433.91818181818,35541.61937167087
5,43,0.12563302386930536,0.09075946750685208,5499.562613769367,3948.415782504533,43811.04720930233,42627.5371842142
26-30 arası,16,0.11814940587757627,0.10084568579181075,3542.7875699891224,3219.443417378119,32057.213125000002,33195.618037425294
2,30,0.11644200813702668,0.07412608982668695,4945.551846905821,3208.2564582288833,41055.965,40237.340637468275
6-10 arası,158,0.1162645318585364,0.09379842787536859,4688.341190035406,3777.0750539414985,40460.17386075949,40378.281424974026
4,17,0.11294511959103401,0.09243974480114828,4761.683315176749,3502.6350817406637,40888.98941176471,40482.082462686434
0 (Yapım Aşamasında),78,0.11209784588691822,0.09736759240752965,4688.979075608343,3724.3446075185966,41159.575769230774,40770.52797634434
3,26,0.10438850152091397,0.11220781307565583,4578.282490691066,4871.0609948501915,43607.786538461536,42202.490754111735
0 (Oturuma Hazır),388,0.10062592958608846,0.08147468009590925,4314.203040146048,3215.4382223224056,42164.376211340204,41616.08866428436
1,47,0.09537422920108839,0.07925968389665058,4001.554205810047,3127.840770133829,42601.52404255319,41858.07987714687
11-15 arası,78,0.09460434453441113,0.08898476073813248,3523.0120905910967,3301.9272604616654,37469.194871794876,37490.60521782905
missing,3,0.08077295922862478,0.09025813879184076,3466.7435151158643,4512.906939592038,44908.426666666666,41531.45948883822
21-25 arası,16,0.0757604444093326,0.07044012266469923,2344.021850909578,2277.8072341540355,31237.335625,32664.433897063424
