floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.1368376500717263,0.12278985832795296,5812.09714545583,5306.77249303912,41418.09552238806,39640.945498953544
En Üst Kat,163,0.11533586398569867,0.08466817499869503,4501.653883329569,3148.5977577639715,38676.08797546012,38222.82447882255
Çatı,31,0.10530653447392323,0.08327698662020067,4130.126773832082,3539.5758192694484,38903.83903225807,37911.43044465207
Ara Kat,517,0.1035488535494908,0.0878318367626094,4422.178612150739,3593.9386340132696,42414.60651837524,42007.18706978422
Zemin/Giriş,141,0.09388713731473283,0.06817967166124356,3517.9717372470013,2675.027277004592,38238.74794326241,38878.382339105265
