m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.15659607821650723,0.15416805679219112,6260.600403870949,4927.256611920919,38271.07372093023,37678.392812367325
151-200,157,0.1179442545787249,0.09273849028609593,4540.7986384311325,3590.221275648393,38226.67821656051,37955.58706588455
126-150,210,0.1169986106658877,0.09790745936639894,4629.456122184956,3728.5876226270266,39304.85638095238,39261.52977863465
0-75,36,0.11018427173440366,0.10570600187841668,6264.1357943660405,5447.244646630439,53737.835,50493.88041563603
101-125,242,0.09602334622799319,0.07398626083277224,3788.976341411295,2965.151231032767,39855.12661157025,39854.791388880425
76-100,231,0.09082399765372864,0.07649433552606448,4055.308340576295,3353.6866913516715,43828.92463203463,43178.90555105433
