rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
206,0.27496779985835484,0.22961057729992984,0.3090144120974744,0.12416094649748499,4834.999850109675,used_blend,,206,0.3090144120974744,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
