feature,importance
num__basiskele_detail_group_bucket_median,0.16294573444147847
num__district_m2_group_target_median,0.07446034676510814
num__attr_total_quality_score,0.07126123767875446
num__attr_quality_x_county_income,0.021149428681191535
num__site_project_oof_residual_mean,0.019915899583659823
num__attr_m2_per_room,0.019720970209036195
num__detail_effect_front_sum,0.017548348010067216
num__detail_effect_inside_mean,0.01670232902598418
num__site_project_oof_price_level,0.016668920466336865
num__detail_effect_total_mean,0.01591805060500949
cat__elevator_Yok,0.01087652694661341
num__attr_effect_total_quality_bucket,0.010235509658429662
num__attr_effect_elevator,0.009941778099499015
num__detail_effect_subtype_sum,0.00969789248882902
num__basiskele_detail_subtype_premium_signal,0.009542485243384169
num__district_room_count_target_median,0.008982472309399699
num__attr_has_elevator,0.008840997939103281
num__known_premium_x_district_code,0.008747972262086914
num__basiskele_premium_score,0.008299859522332005
cat__elevator_Var,0.008223181960738705
num__basiskele_lat_lon_interaction,0.007237538098066741
num__detail_effect_inside_x_attr_quality,0.0067021776734901735
num__detail_effect_outside_mean,0.0065888857733649026
num__attr_quality_x_location_baseline,0.006472943344304134
num__estimated_monthly_rent_gross,0.006036190486389219
num__total_floors,0.0060258634759653784
num__detail_effect_subtype_mean,0.005896145822636796
cat__site_id_bucket_x_district_b1__yesilyurt mh.,0.005801509170916625
cat__floor_segment_Zemin/Giriş,0.005752453909715174
num__basiskele_district_premium_bucket_mean,0.005593108897189784
num__location_baseline_m2,0.005312305068023398
num__bearing_from_district_centroid_cos,0.005197296999608502
num__location_baseline_log,0.004739131659804684
num__net_m2,0.00461513109056504
num__basiskele_district_premium_bucket_median,0.004463690687086152
num__lat,0.004320647319981465
num__bearing_from_district_centroid_sin,0.004274636547389327
num__detail_effect_front_mean,0.0041846911112022964
num__net_gross_ratio,0.004171371298946037
num__distance_to_coast_x_site_inside,0.004029112095446471
num__detail_effect_total_sum,0.00398969235504031
num__detail_effect_outside_sum,0.003879313265486765
num__location_baseline_vs_trend,0.0038629243476418313
num__gross_m2,0.0038306035623603203
num__lat_centered_city,0.0038061722419979738
num__detail_effect_total_x_attr_quality,0.003793693683904166
num__basiskele_premium_x_new_building,0.003721938668982484
num__basiskele_premium_x_gross_m2,0.003519179217788523
num__lat_centered_county,0.003509890326602262
num__attr_net_gross_ratio,0.0034026345854806664
