m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.1611362501858648,0.14456897751336734,6466.627124580175,4519.488874125316,38271.07372093023,37581.8319677246
126-150,212,0.11758378517659016,0.09685963628391085,4680.524036820225,3783.4402865225784,39235.62820754717,38990.77017366354
0-75,35,0.11642461450762094,0.09454411839244584,6397.401641813596,4612.594114137559,53130.34457142857,50108.313062811016
151-200,158,0.11633118685582834,0.09517217603606037,4473.623405169725,3393.3525019340377,38153.387278481016,37763.25502154323
101-125,242,0.10754527789650321,0.08101970586215823,4238.614314314691,3314.431585226528,39855.12661157025,39805.45098070624
76-100,232,0.09760558646192069,0.0786591312293094,4346.2070465260485,3416.1904145468616,43785.19741379311,43016.66311825395
