basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
922,0.5179385659296261,0.0176386853006449,0.30151843817787416,0.4544468546637744,0.20607375271149675,0.6062906724511931,premium_target_stats,disabled
