site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.45177303096752935,0.45177303096752935,10810.282595618693,10810.282595618693,23928.57,34738.85259561869
Evet,385,0.11983799032492119,0.09411870021043167,5023.044609792982,3953.7912277515934,42168.258181818186,41592.17717731875
Hayır,533,0.10550462550989294,0.08417436299013623,4283.620898970341,3313.3452735658793,39889.45551594746,39474.80273342918
,3,0.052966284567055065,0.04768063031785619,2429.9733280724854,1839.1100946610677,44908.426666666666,42478.45333859418
