county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,922,0.44081479565854353,0.4488999198366821,0.11169442902010444,0.08652293439277901,4593.429844361525,3562.4605074321116
