county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Başiskele,922,1.7787418655097613,0.0,0,0,1.0019143031278053,40840.035835140996
