m2_group,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
200+,344,6.328488372093023,7.0,4,0,0.9222330922819073,49844.79668604651
0-75,582,2.7731958762886597,0.0,0,0,1.0534255533104386,67096.11884879725
76-100,805,2.6,0.0,0,0,1.001888043102404,48030.89047204969
126-150,1618,2.53770086526576,0.0,2,0,0.9892368105432154,36050.77615574784
101-125,1415,2.2720848056537104,0.0,1,0,0.9787707967111896,37046.79708127208
151-200,924,2.235930735930736,0.0,0,0,1.0075989556492124,46857.0508008658
