district,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Yeşiltepe Mh.,99,2.707070707070707,0.0,0,0,0.9850341181702239,26904.447575757575
30 Ağustos Mh.,19,2.6842105263157894,0.0,0,0,1.0088906660035992,32296.171578947367
Ayyıldız Mh.,19,2.6842105263157894,0.0,0,0,0.9934681667693834,52369.74894736842
Saray Fatih Mah.,66,2.6818181818181817,0.0,0,0,1.0124821311371464,41747.32272727272
Atakent Mah.,9,2.6666666666666665,0.0,0,0,0.7707683455237776,37599.17333333333
Beyazıt Mh.,31,2.6129032258064515,0.0,0,0,0.9769979751821215,28169.917741935482
23 Nisan Mah.,5,2.6,0.0,0,0,0.8356890525931115,27061.318
Kavaklıdere Mh.,5,2.6,0.0,0,0,0.9833570475663211,74929.826
Oğuzlar Mh.,5,2.6,0.0,0,0,0.8247006754470688,56550.364
Şirintepe Mh.,7,2.5714285714285716,0.0,0,0,0.8874198892772279,28236.06
Mehmet Akif Ersoy Mah.,16,2.5625,0.0,0,0,1.0277648761889608,83042.11625
Yükseltepe Mh.,17,2.5294117647058822,0.0,0,0,0.9829882414357304,37252.809411764705
Ufuktepe Mah.,12,2.5,0.0,0,0,0.9866552460927654,30298.3
Yukarıyurtçu Mh.,8,2.5,2.5,0,0,1.128883226805407,57389.8525
Karaağaç Mh.,4,2.5,2.5,0,0,1.0524686805337167,34346.7825
Şenlik Mh.,4,2.5,2.5,0,0,1.1235673899248795,40522.1175
Emrah Mah.,2,2.5,2.5,0,0,1.0229028078025877,34044.119999999995
Murat Mah.,2,2.5,2.5,0,0,0.8524232114312136,47287.5
Saray Gümüşoluk Mh.,2,2.5,2.5,0,0,0.8313534564580625,43825.755000000005
Çankaya Mh.,2,2.5,2.5,0,0,1.1668011349113714,90632.655
İlkyerleşim Mh.,9,2.4444444444444446,0.0,0,0,1.0697373557187928,59430.234444444446
Batı Sitesi Mh.,14,2.4285714285714284,0.0,0,0,1.036905954668038,59483.46857142857
Yıldırım Mh.,266,2.4097744360902253,0.0,0,0,0.9941885148409693,26966.247406015034
Esenboğa Merkez Mh.,101,2.3168316831683167,0.0,0,0,1.0017953744913346,45705.97445544555
Aşağı Eğlence Mh.,10,2.3,0.0,0,0,1.0237700517594084,38971.229
Devlet Mh.,7,2.2857142857142856,0.0,0,0,1.0919083021006275,59769.00714285714
Örencik Mh.,19,2.263157894736842,0.0,0,0,1.0142457614188898,68321.64421052631
Yeni Bağlıca Mh.,12,2.25,0.0,0,0,0.9849298740660397,72440.94666666667
