feature,importance
num__basiskele_detail_group_bucket_median,0.1399975582576257
num__district_m2_group_target_median,0.07471046234509343
num__attr_total_quality_score,0.060948138168049205
num__attr_quality_x_county_income,0.027311716361034057
num__attr_m2_per_room,0.021144561674523412
num__basiskele_lat_lon_interaction,0.013063596668052766
num__attr_quality_x_location_baseline,0.01114786860205621
num__detail_effect_front_sum,0.010783806411703423
num__detail_effect_inside_mean,0.010699099383274593
num__detail_effect_total_mean,0.009986320490637959
num__detail_effect_subtype_sum,0.00937591910621965
num__detail_effect_outside_sum,0.009134316784509322
cat__elevator_Yok,0.0090950793280172
num__basiskele_district_premium_bucket_mean,0.009046238596378393
num__attr_effect_total_quality_bucket,0.008953749084823099
num__detail_effect_outside_mean,0.008936603596493651
num__total_floors,0.008749611088492048
cat__elevator_Var,0.008639384930871664
num__basiskele_detail_subtype_premium_signal,0.008197746841253574
num__detail_effect_subtype_mean,0.008081666885847954
num__dues,0.008007254498900333
num__attr_has_elevator,0.007732790506676172
num__attr_effect_elevator,0.007281309020956367
num__estimated_monthly_rent_gross,0.007247472197341554
num__net_m2,0.007227849601388445
num__bearing_from_district_centroid_sin,0.0070254613018230876
num__location_baseline_log,0.006931377549354561
num__district_room_count_target_median,0.00691366456783553
num__basiskele_detail_total_premium_signal,0.006192161954248109
num__detail_effect_outside_x_attr_quality,0.005691133351569834
num__detail_effect_front_mean,0.005617724361190688
num__bearing_from_county_centroid_cos,0.0054420510412801874
num__bearing_from_district_centroid_cos,0.005397729029898173
num__basiskele_detail_outside_premium_signal,0.005292135458599941
num__lat_centered_city,0.005275254938485545
num__distance_to_coast_x_site_inside,0.0051989360907298415
cat__floor_segment_Zemin/Giriş,0.005046277291278185
num__location_baseline_m2,0.004990454432900043
num__attr_net_gross_ratio,0.004598082701297158
num__location_baseline_vs_trend,0.004572946308774244
num__net_gross_ratio,0.004555344276066067
num__gross_m2,0.004211497887297571
num__detail_effect_inside_x_attr_quality,0.00414132439752118
num__detail_effect_total_sum,0.004118239229406453
num__basiskele_premium_x_detail_outside,0.004082292123687364
num__distance_to_district_centroid_m,0.0040681226877020684
num__detail_effect_county_total_sum,0.004049324789048588
num__attr_compactness_score,0.003937368677181165
num__attr_quality_x_district_median,0.003847905174961878
num__detail_effect_inside_sum,0.0038420709844689746
