county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,919,0.1093136072051983,0.08906366948507012,4510.313183382837,3530.751491430303,40919.74840043526,40473.23821869855
