county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3696.4754443308475,0.11608556586464805,1.0
Gölcük,8,4244.537009953563,0.15626863953327014,1.0
Karamürsel,8,4582.707828298223,0.17762411691593769,0.875
İzmit,8,4175.992520024963,0.13961670087378059,1.0
