county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,328,0.15964141460646433,0.12628567634202287,6176.132332483039,4830.001372317198,40032.10551829268,39118.9456390487
İzmit,2397,0.13320644507292487,0.10360071508785794,5107.1724627070535,3910.5852641277634,39595.93858156029,39223.099612297585
Gölcük,1182,0.11891568637998338,0.092044611611672,3844.7751284690225,2878.8586616011617,32959.62334179357,32448.124183709933
Başiskele,1753,0.10450351364508438,0.08255392968134445,4079.242457146701,3151.3753923533586,38990.633354249854,38652.16088380734
Kartepe,1007,0.10317627552452231,0.08343301828399267,4072.702507167969,3169.6597742958475,38996.53412115193,38717.530490823505
