county,n,mape,mae,mean_bias,r2
Başiskele,1753,0.10450351364508438,4079.2424571467004,-338.47247044251736,0.49549978431825525
Gölcük,1182,0.11891568637998336,3844.7751284690225,-511.4991580836397,0.6618809159193877
Karamürsel,328,0.15964141460646433,6176.13233248304,-913.1598792439781,0.5771552021051414
Kartepe,1007,0.10317627552452231,4072.7025071679686,-279.00363032843535,0.5310353269208901
İzmit,2397,0.13320644507292487,5107.1724627070535,-372.83896926269944,0.6620295813843785
