county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,1007,0.5310353269208901,0.5506883855604671,0.10317627552452231,0.08343301828399267,4072.7025071679686,3169.6597742958475
Başiskele,1753,0.49549978431825525,0.5017551936482276,0.10450351364508438,0.08255392968134445,4079.2424571467004,3151.3753923533586
Gölcük,1182,0.6618809159193877,0.6756817970916604,0.11891568637998336,0.092044611611672,3844.7751284690225,2878.8586616011617
İzmit,2397,0.6620295813843785,0.6723164756129043,0.13320644507292487,0.10360071508785794,5107.1724627070535,3910.5852641277634
Karamürsel,328,0.5771552021051414,0.6148038529377303,0.15964141460646433,0.12628567634202287,6176.13233248304,4830.001372317198
