district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Sepetlipınar Mh.,1,0.3025190526179843,0.3025190526179843,7562.976315449607,7562.976315449607,25000.0,32562.976315449607
Seymen Mah.,10,0.198629658427055,0.13471708948335945,7984.877615164133,5398.894794010699,44081.542,41369.010469168315
Bahçecik Kılıçaslan Mh.,11,0.17821998392468294,0.10630039696186527,6945.66532120916,4954.679573460024,42051.83090909091,41386.76590557072
Sahil Mah.,3,0.16544918324504093,0.18866736241292462,5632.881762939989,5752.052811772763,35550.026666666665,39177.9959091931
Atakent Mah.,5,0.16523268653876536,0.14717966134517246,8560.25570127369,5481.173696426878,47155.418,41904.72742866028
Bahçecik Şehitekrem Mh.,2,0.16051800615247047,0.16051800615247047,5874.804233364128,5874.804233364128,37152.78,37577.06125639881
Körfez Mh.,11,0.14644077847217052,0.1270812146891739,5482.828622869168,3621.7900000000227,35762.35999999999,34504.48283773139
Döngel Mh.,39,0.13597355662670813,0.12560196621621425,5701.971797864773,4066.5650826403944,40185.3958974359,39123.66006009951
Kullar Tepecik Mh.,11,0.12822794350257763,0.08061405383396529,4895.7272442743115,3279.5264275436857,38974.27636363636,37742.552014158486
Kullar Yakacık Mh.,24,0.1271136609945865,0.11759069024747609,5192.858188661175,5292.733217169687,39630.2175,38894.18067741333
Barbaros Mah.,108,0.11766756635666432,0.09854999726324551,4885.705258913164,3841.4151033153867,41193.614074074074,40778.64579812498
Paşadağ Mh.,113,0.11240418557577389,0.08299028334918838,4659.830678398293,3180.4460322008017,41525.32654867257,41126.05464502168
Fatih Mah.,194,0.10977889790034323,0.09304480739997695,4523.072110574247,3751.16116931941,41636.47659793814,41504.99140742802
Aydınkent Mh.,21,0.10559247115992063,0.08738465054059956,3963.063032246447,3380.457027671502,37026.04285714286,37923.750546123476
Serdar Mah.,38,0.103663383057773,0.08337115138849685,3966.5754904880923,2880.0305341545863,37623.35236842106,37204.8353195841
Yeşilyurt Mh.,201,0.10203316872851281,0.08471699566247586,4382.104796785175,3463.523079042454,41696.01975124378,41122.80164312121
Mahmutpaşa Mh.,26,0.0961741003565258,0.09001925999061383,4079.60939109423,4541.880375784996,43813.14692307693,44298.67810735697
Yaylacık Mh.,35,0.09479816819536273,0.06884197953884133,4014.569854641525,3140.9153164596355,42852.42228571429,43007.912174309335
Karşıyaka Mh.,4,0.09341389706297662,0.09965688612925419,6431.354743376529,6482.7532180302915,67031.82,60912.402342615176
Kullar Merkez Mh.,7,0.09105739217103725,0.061286380294012094,3126.192255932185,2405.4904265399746,38300.97571428572,38689.8513934804
Havuzlubahçe Mh.,10,0.0856961427970988,0.06828887132479738,2714.381217355374,2263.308727440195,31740.775,31067.72995803954
Altınkent Mh.,24,0.08452094921913413,0.06838931117741448,3141.286373523418,2358.161700111803,35407.8325,34579.036331806354
Yeniköy Merkez Mh.,10,0.06617642827982786,0.04702711127989677,2576.2001328154197,1737.3065141481493,38734.704,38592.937072223904
Damlar Mah.,5,0.06575383321484918,0.04156446734948416,2532.688709162302,1646.3847618553336,39906.932,39440.428909420174
Vezirçiftliği Mh.,1,0.051909357912585406,0.051909357912585406,1860.0851521697841,1860.0851521697841,35833.33,37693.415152169786
Yeşilkent Mh.,5,0.045540876308107936,0.04171622125233883,1312.7476986294998,1289.4104371484536,29533.484000000004,29623.93692570982
