county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,2951.2336375621157,0.08605149951104724,1.0
Gölcük,8,2393.5907021143153,0.08856895382908804,1.0
Karamürsel,8,2393.5907021143153,0.08856895382908804,1.0
İzmit,8,2393.5907021143153,0.08856895382908804,1.0
