district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Sepetlipınar Mh.,1,0.2779563286741781,0.2779563286741781,6948.908216854452,6948.908216854452,25000.0,31948.908216854452
Seymen Mah.,10,0.19048484428103823,0.15043155067606975,7600.675052247147,6108.560522267275,44081.542,42290.058569964705
Bahçecik Şehitekrem Mh.,2,0.17419301029447418,0.17419301029447418,6375.630551420458,6375.630551420458,37152.78,37609.55643906162
Bahçecik Kılıçaslan Mh.,11,0.16720430095535738,0.11742708701696701,6399.221447446849,5473.296488465625,42051.83090909091,41881.38405843999
Atakent Mah.,5,0.164885868639902,0.23551739367162097,8379.502764019706,8770.992754334431,47155.418,43179.49679069933
Karşıyaka Mh.,4,0.15549174488783207,0.14951656347396497,10617.655829295893,9664.421096287053,67031.82,56414.16417070411
Sahil Mah.,3,0.1514658317623099,0.16161404272925298,5139.824355398978,4927.256611920919,35550.026666666665,39236.49111707963
Döngel Mh.,39,0.13199405459712435,0.11860293270579,5500.77959544248,3891.8944226688545,40185.3958974359,39129.45003810846
Körfez Mh.,11,0.124170195727496,0.0887445181148076,4463.769044404955,2630.641326244706,35762.35999999999,35412.241757374475
Kullar Yakacık Mh.,24,0.12358320493881335,0.10964156434076255,4992.928506612927,4930.11015336249,39630.2175,39277.99694733301
Kullar Tepecik Mh.,11,0.11851407678199682,0.07523513276136257,4535.941366843615,3057.0114188494263,38974.27636363636,37905.211513815746
Barbaros Mah.,108,0.11373818931205228,0.09379218640982061,4776.951229081051,4200.123817430038,41193.614074074074,40576.11012295232
Aydınkent Mh.,21,0.111283148202229,0.09787396980928219,4157.689582802572,3679.2038888534807,37026.04285714286,37979.299965875434
Paşadağ Mh.,113,0.1083432723221753,0.08398889264029703,4445.407346535081,3429.6025218125287,41525.32654867257,41243.032826764116
Fatih Mah.,194,0.10569821159499133,0.08832742440708759,4320.181761966804,3599.9221661592346,41636.47659793814,41610.192152704534
Serdar Mah.,38,0.10488526430227026,0.08502202085747759,4064.460932241886,2794.0834269877923,37623.35236842106,36958.22478132541
Mahmutpaşa Mh.,26,0.0991002889928926,0.1061021975955175,4256.028340643587,4310.99198515038,43813.14692307693,44252.33608078428
Yeşilyurt Mh.,201,0.09680476136035943,0.07259226669400187,4183.464467087082,3116.452615124079,41696.01975124378,41146.55708476437
Kullar Merkez Mh.,7,0.09410341874751395,0.07029122119742016,3320.0969404954926,2836.1847601753034,38300.97571428572,38640.476201634265
Havuzlubahçe Mh.,10,0.08365216662943287,0.05371537851244987,2660.946458418851,1781.5023963468466,31740.775,31539.62192116792
Yaylacık Mh.,35,0.08340477691973104,0.06299717722003924,3451.77507415921,2911.393219094585,42852.42228571429,42541.01664781614
Altınkent Mh.,24,0.07529228681401595,0.05916980123732634,2704.353577322027,2233.3983807998648,35407.8325,35395.583653640504
Yeniköy Merkez Mh.,10,0.07351098461914793,0.06071572673813606,2856.504160279971,2266.316933148275,38734.704,38486.98071389378
Damlar Mah.,5,0.06049685091931176,0.033094523454391525,2290.7111842223558,1310.8869808925956,39906.932,40065.74318307546
Vezirçiftliği Mh.,1,0.05884451198251982,0.05884451198251982,2108.594816558587,2108.594816558587,35833.33,37941.92481655859
Yeşilkent Mh.,5,0.04878127540909531,0.04168892557516997,1385.1690386127266,1302.7789242240615,29533.484000000004,30067.954645908816
