site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,2,0.19399799700341286,0.19399799700341286,4679.588013539957,4679.588013539957,28120.75,32511.34269507107
,18,0.1354857141066301,0.12537896734504747,5756.745765806136,5561.08465283702,42992.14388888889,41356.84132392428
Hayır,4251,0.12112920929386331,0.09327033465932875,4286.36537321348,3222.5292774104455,36178.76334274288,35917.918001690996
Evet,2396,0.11792106292618758,0.09114947656328393,4902.158777858043,3639.333039093446,41733.863626878134,41089.759042564074
