room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+2,1,0.3666649837735981,0.3666649837735981,22916.56148584988,22916.56148584988,62500.0,39583.43851415012
2+0,1,0.3613224733650175,0.3613224733650175,11968.806930216204,11968.806930216204,33125.0,45093.806930216204
6+3,1,0.2795674382637999,0.2795674382637999,7200.980656474887,7200.980656474887,25757.58,32958.56065647489
5+2,7,0.24463662654455018,0.2345733485627806,6635.882490664384,7101.342193314424,30521.02142857143,33320.91035548178
4.5+1,11,0.23633868768229752,0.18512578401025856,7965.257497030968,6516.3254458758165,37813.62454545454,38399.77220622409
3.5+1,15,0.22658892229353814,0.1693588255583712,9212.792955237393,6379.182993894734,40512.062666666665,37015.05819440404
4+2,23,0.2243020853878926,0.1941452126331412,6333.442508012354,6263.686915570426,31348.985217391306,33605.15900754247
3+0,2,0.20111375392323047,0.20111375392323047,6279.049309721688,6279.049309721688,32567.31,32122.82746276485
6+2,2,0.18472288541976928,0.18472288541976928,6394.252873501773,6394.252873501773,34615.38,38672.84876179542
3+2,11,0.17418319511416577,0.20831683330140707,5245.466241909273,5756.123244714494,31216.80818181818,32656.246388114236
5+1,56,0.16221770352137338,0.17085828456803664,5906.474045424453,5425.3452219353985,35885.91071428572,35698.7237456088
6+1,10,0.15450109415911042,0.12528427343523182,5998.421075961439,4001.3809111410574,37903.004,37695.846633652494
2.5+1,13,0.1475396499250681,0.17898891352104523,5886.527167550937,5369.667405631357,39644.58384615385,39246.36687530622
4+1,588,0.14049921803099397,0.10610838273076612,5073.932436730244,3745.3637505145816,36239.4018707483,35801.34580885691
2+2,4,0.13488534724523832,0.1498157800149599,5758.475816197472,4827.283945623805,42830.542499999996,39735.0546661712
3+1,3028,0.12346455154754353,0.09654101410572785,4507.257101781508,3389.8250633057905,36975.068873844124,36533.360463119716
1+1,417,0.1171541396341415,0.09764103091727122,5520.9986153135,4209.4228048282675,46893.92798561151,46369.70004784944
2+1,2452,0.10725400176703632,0.0826713561566566,4071.604095667452,3102.046464593426,38679.249004893965,38347.054454701676
Stüdyo (1+0),14,0.10325871381355942,0.08559618581056869,6727.431044645584,4207.279139837985,63090.70428571429,59318.99317224946
7+1,1,0.09043261533046107,0.09043261533046107,2807.179402325113,2807.179402325113,31041.67,28234.490597674885
5.5+1,3,0.09010925008963867,0.08077653210284987,3022.573483866922,2547.0076452969734,31615.309999999998,32939.878387002274
1.5+1,7,0.07474783915973823,0.05776077445794581,3312.5969565326136,2629.50174471888,44694.17142857143,43606.339943796986
