floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
,8,0.178813273593623,0.15987473892214946,7871.639356174355,7010.412531434369,41901.53875,37105.0712941467
Bahçe,447,0.12952104843835197,0.09661771099380285,5173.749091008021,3590.7701266136864,39909.42697986577,39095.71597315077
Çatı,283,0.12205279951381791,0.09646431721765286,4569.724858783818,3616.1819950628123,37448.737455830385,37161.49117413118
En Üst Kat,1830,0.12170950665760077,0.09207140069674619,4447.7353980411335,3206.042903227679,36630.753650273226,36128.458330390094
Bodrum,8,0.12009339310186601,0.08430994192506264,3354.5682232302265,1881.1115299340108,29181.497499999998,31874.69395781592
Ara Kat,3192,0.11868087616864482,0.09342285418072724,4537.915117814123,3504.386629330831,39167.010360275686,38725.94285144297
Zemin/Giriş,899,0.1155728767137298,0.08934435036880317,4182.2066287657035,3091.207604182029,37329.046952169076,37458.24741899849
