county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Karamürsel,328,3.7469512195121952,0.0,0,0,0.9873040846748395,40032.10551829268
Gölcük,1182,3.3866328257191203,0.0,1,0,0.9998355827745818,32959.62334179357
İzmit,2397,2.517730496453901,0.0,3,0,0.9910385803873819,39595.93858156029
Kartepe,1007,2.1618669314796426,0.0,0,0,0.9882764321735001,38996.53412115193
Başiskele,1753,1.7883628066172277,0.0,1,0,0.9883039042682625,38990.633354249854
