feature,importance
num__district_m2_group_target_median,0.07350784065922596
num__district_room_count_target_median,0.04541353561322946
num__attr_total_quality_score,0.03506541147328621
num__attr_effect_building_age_bucket,0.03132256408616786
num__is_old_building,0.023459579625883194
num__attr_m2_per_room,0.013775332829367572
num__location_baseline_log,0.012943332320938299
num__trend_sale_m2,0.012482468500019024
num__location_baseline_m2,0.01175259611339358
num__building_age,0.011082462221329406
num__estimated_monthly_rent_gross,0.011056095824405846
num__detail_effect_subtype_mean,0.009386490936665638
num__detail_effect_total_mean,0.009351812319501489
num__detail_effect_outside_mean,0.00834881518303569
num__dues,0.008163525803471575
num__detail_effect_subtype_sum,0.007353319009798298
num__attr_quality_x_county_income,0.007189270429541419
num__attr_effect_elevator,0.006997336543766494
num__detail_effect_outside_x_attr_quality,0.0069796912353790215
num__attr_quality_x_location_baseline,0.006953729994712274
num__detail_effect_inside_x_attr_quality,0.006653300422518583
num__bearing_from_district_centroid_sin,0.006554996523719261
cat__usage_status_Mülk Sahibi,0.00642992416990532
num__attr_building_age_score,0.006410756625367677
num__duplex_x_gross_m2,0.006400158185381014
num__bearing_from_district_centroid_cos,0.006334055878597816
num__trend_yield,0.006108124167472891
num__attr_has_elevator,0.006087197055860442
num__location_baseline_vs_trend,0.006009939123584858
num__detail_effect_outside_sum,0.005908335742579492
num__detail_effect_inside_mean,0.005853021636497473
num__attr_is_old_building,0.005760060388895
num__detail_effect_total_x_attr_quality,0.005525687581012186
num__distance_to_district_centroid_m,0.005501004553396771
num__attr_quality_x_demo_income,0.0053884554401734935
num__attr_net_gross_ratio,0.005102624011189102
num__net_m2,0.0050870230801515655
num__demo_old_ratio,0.005061798296162401
num__attr_building_age_inverse,0.004992895017143417
num__distance_to_coast_x_near_sea_zero,0.004967308705478864
cat__elevator_Var,0.004908726258128037
num__detail_effect_inside_sum,0.004865720636830514
num__net_gross_ratio,0.00486176299588801
num__demo_divorced_ratio,0.004797208177364492
num__gross_m2,0.0046233836785066935
num__attr_quality_x_district_median,0.004391257718223541
num__district_target_mean,0.00436959894859283
num__bearing_from_county_centroid_cos,0.004301783562874436
num__total_floors,0.004219643309550631
num__detail_effect_total_abs_sum,0.004179808439377753
