is_large_home,n,mape,mae,mean_actual,mean_pred
0,1108,0.09827222004157771,4040.897353621158,40602.88449458484,40148.66354943563
1,645,0.11690640889992139,4209.841931721485,36221.06085271318,36078.888444281874
