county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,1007,0.5304984704509776,0.5495318344970573,0.10330296700237004,0.08297438646409502,4075.841192121264,3046.282889935974
Başiskele,1753,0.48961528851390135,0.49575543124815935,0.10512849603338127,0.08384270504595663,4103.058935409355,3162.618889870624
Gölcük,1182,0.657070542679931,0.6709963905271252,0.11967701350067911,0.0918920964999124,3872.284345154584,2878.4774944889505
İzmit,2397,0.6633843128240349,0.6724204515745669,0.1328874887070789,0.10354397806675944,5087.155542679043,3886.504339328356
Karamürsel,328,0.5768160507548209,0.6160467943024902,0.1584755872582612,0.12463092621578853,6133.859472795333,4739.6663128204855
