rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
512,0.6048756366142586,0.509284151820943,0.6067428545222361,0.14846068777037336,5541.545847762311,used_blend,,205,0.2936539814922223,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
